source_video_id,related_video_id,related_rank_position,crawl_time,related_author_id,related_author_sec_uid,related_author_nickname,related_caption,related_create_time,related_duration_ms,related_media_type,related_digg_count,related_comment_count,related_share_count,related_collect_count,related_play_count,related_cover_url_list,related_music_id,related_music_title,related_text_extra_raw,related_video_tag_raw,related_chapter_abstract
7309857450302213376,7615184622812532031,0,2026-05-09T21:21:15.361218,1566521961209,MS4wLjABAAAA7xxUsP2lNw77kxnONGVG0ZgF9cLqnA228yI0Pf4aY5s,木读经典,资治通鉴：任何长久的关系，都是反人性的 ,1773102600,434470,4,7275,162,1206,4667,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/db836c81a66381e8b8f045d92e4d8717~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=o6%2BseOxj95Y5kscosKyrvXhE8bQ%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/db836c81a66381e8b8f045d92e4d8717~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=nkGVhbcq9k38uELNwnLc8E%2BM0H8%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7615184858196790035,@木读经典创作的原声,"[{""caption_end"": 0, ""caption_start"": 0, ""end"": 0, ""search_query_id"": ""6595530733106763016"", ""search_text"": ""资治通鉴"", ""start"": 0, ""type"": 5}]","[{""level"": 1, ""tag_id"": 2009, ""tag_name"": ""人文社科""}, {""level"": 2, ""tag_id"": 2009002, ""tag_name"": ""人文艺术""}, {""level"": 3, ""tag_id"": 2009002003, ""tag_name"": ""历史""}]",
7309857450302213376,7612982429430615348,1,2026-05-09T21:21:15.361218,3291263559802522,MS4wLjABAAAAFIWBWQXsJHJ1EeZPFnkcp2NXc5v6KM2nkE-T29CJj9o2MoOh3Q858h0i2L4oyFVJ,宇宙的独白,马斯克说4年后人类全部失业，我听完3小时访谈整个人都麻了 #马斯克 #马斯克访谈 #AI #知识,1772535610,615539,4,52642,4329,20396,17480,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/3f2a8788308efd4dc371d48c555bb8a7~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=rfB5ZRblI1xAwe2lrcmJuvpV5m8%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/3f2a8788308efd4dc371d48c555bb8a7~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=Mvm33%2B275%2FF3d1YnjrXPRCJdNE8%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7613642992267922222,@宇宙的独白创作的原声,"[{""caption_end"": 4, ""caption_start"": 0, ""end"": 33, ""hashtag_id"": ""1767586863781902"", ""hashtag_name"": ""马斯克"", ""is_commerce"": false, ""start"": 29, ""type"": 1}, {""caption_end"": 11, ""caption_start"": 5, ""end"": 40, ""hashtag_id"": ""1731885547679819"", ""hashtag_name"": ""马斯克访谈"", ""is_commerce"": false, ""start"": 34, ""type"": 1}, {""caption_end"": 15, ""caption_start"": 12, ""end"": 44, ""hashtag_id"": ""1582049556616206"", ""hashtag_name"": ""AI"", ""is_commerce"": false, ""start"": 41, ""type"": 1}, {""caption_end"": 19, ""caption_start"": 16, ""end"": 48, ""hashtag_id"": ""1599643530364942"", ""hashtag_name"": ""知识"", ""is_commerce"": false, ""start"": 45, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2026, ""tag_name"": ""科技""}, {""level"": 2, ""tag_id"": 2026005, ""tag_name"": ""行业资讯""}, {""level"": 3, ""tag_id"": 2026005002, ""tag_name"": ""互联网资讯""}]",
7309857450302213376,7620999618315312820,2,2026-05-09T21:21:15.361218,791241892572183,MS4wLjABAAAApkjIvvCTf3VjLJkPUf_5MopGkLyAKTBY5yWyQhkUxm0,奕橙（涨粉中有关必回）,说的太好了，建议收藏#张雪峰老师 #考研上岸,1774402248,1029968,4,84071,2316,83204,66607,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/94089005e38d9f54ba189d4642bdd17d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=NeOonBgQJPZ5HYKhRs18iwUhtNg%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/94089005e38d9f54ba189d4642bdd17d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=73DlHqGXgoT5dr%2BNdZehpNIYXS4%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7620999632206105371,@奕橙（涨粉中有关必回）创作的原声,"[{""caption_end"": 16, ""caption_start"": 10, ""end"": 16, ""hashtag_id"": ""1590393465416717"", ""hashtag_name"": ""张雪峰老师"", ""is_commerce"": false, ""start"": 10, ""type"": 1}, {""caption_end"": 22, ""caption_start"": 17, ""end"": 22, ""hashtag_id"": ""1610137891725512"", ""hashtag_name"": ""考研上岸"", ""is_commerce"": false, ""start"": 17, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2007, ""tag_name"": ""校园教育""}, {""level"": 2, ""tag_id"": 2007002, ""tag_name"": ""考试考证""}, {""level"": 3, ""tag_id"": 2007002003, ""tag_name"": ""考研""}]",
7309857450302213376,7606560896151850246,3,2026-05-09T21:21:15.361218,89517529247900,MS4wLjABAAAAKmXnKU0Src2YrGJ_u6v-u5sdNLcVEqubNJX4h8AP0g8,闲不住的动漫鱼,番茄小说各类型天花板。 作品不问出处，第一不问来路，盘点番茄各题材天花板。#小说 #番茄小说 #十日终焉 #我不是戏神 #斩神,1771408800,461080,4,259973,9679,26840,99286,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/c36a2baabfef1dd9392387716c7a8677~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=q7ONQA9XcwjrVcKSEQXgpYvmjCw%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/c36a2baabfef1dd9392387716c7a8677~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=MpI5Y8C%2BNS8xLX%2BrccwvGoZbudU%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7606561065765653257,@闲不住的动漫鱼创作的原声,"[{""caption_end"": 28, ""caption_start"": 25, ""end"": 40, ""hashtag_id"": ""1581413069105166"", ""hashtag_name"": ""小说"", ""is_commerce"": false, ""start"": 37, ""type"": 1}, {""caption_end"": 34, ""caption_start"": 29, ""end"": 46, ""hashtag_id"": ""1633282788662276"", ""hashtag_name"": ""番茄小说"", ""is_commerce"": false, ""start"": 41, ""type"": 1}, {""caption_end"": 40, ""caption_start"": 35, ""end"": 52, ""hashtag_id"": ""1758054689148995"", ""hashtag_name"": ""十日终焉"", ""is_commerce"": false, ""start"": 47, ""type"": 1}, {""caption_end"": 47, ""caption_start"": 41, ""end"": 59, ""hashtag_id"": ""1771593277476942"", ""hashtag_name"": ""我不是戏神"", ""is_commerce"": false, ""start"": 53, ""type"": 1}, {""caption_end"": 51, ""caption_start"": 48, ""end"": 63, ""hashtag_id"": ""7419051298684667923"", ""hashtag_name"": ""斩神"", ""is_commerce"": false, ""start"": 60, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2014, ""tag_name"": ""二次元""}, {""level"": 2, ""tag_id"": 2014002, ""tag_name"": ""二次元内容""}, {""level"": 3, ""tag_id"": 2014002001, ""tag_name"": ""动漫IP""}]",
7309857450302213376,7614766846349122950,4,2026-05-09T21:21:15.361218,105283030121,MS4wLjABAAAAxKyY5klE_gxUhHuJssqqee8NVX3Wyiq-0j17N0_a0qc,魏十七,我承认我的公鸭嗓很有压迫感 #超自然行动组  #超自然百万激励计划  #同学一起超自然吗  @猪八七  #陪伴不过超自然#有靠山的超自然日常,1772951067,195349,4,20402,415,626,3996,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/69e4b9d7fb221d97b8bda85cb1676751~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=%2BhO%2FYt%2BUK11A8jOuK9%2FL1kAh7dE%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/69e4b9d7fb221d97b8bda85cb1676751~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=qCpYoHwOCGwox9jEsKOCpbC8Dpg%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7614766873372052260,@魏十七创作的原声,"[{""caption_end"": 7, ""caption_start"": 0, ""end"": 21, ""hashtag_id"": ""7455278402720532491"", ""hashtag_name"": ""超自然行动组"", ""is_commerce"": true, ""start"": 14, ""type"": 1}, {""caption_end"": 19, ""caption_start"": 9, ""end"": 33, ""hashtag_id"": ""7540942935501342747"", ""hashtag_name"": ""超自然百万激励计划"", ""is_commerce"": false, ""start"": 23, ""type"": 1}, {""caption_end"": 30, ""caption_start"": 21, ""end"": 44, ""hashtag_id"": ""7552006570217834515"", ""hashtag_name"": ""同学一起超自然吗"", ""is_commerce"": false, ""start"": 35, ""type"": 1}, {""caption_end"": 36, ""caption_start"": 32, ""end"": 50, ""sec_uid"": ""MS4wLjABAAAAHMEMmgPOU8rtfffc-mmDCqDrhEPoejeleztJ3iSbKuw"", ""start"": 46, ""type"": 0, ""user_id"": ""400653524677735""}, {""caption_end"": 46, ""caption_start"": 38, ""end"": 60, ""hashtag_id"": ""7583233400664754239"", ""hashtag_name"": ""陪伴不过超自然"", ""is_commerce"": false, ""start"": 52, ""type"": 1}, {""caption_end"": 56, ""caption_start"": 46, ""end"": 70, ""hashtag_id"": ""7603275595984439330"", ""hashtag_name"": ""有靠山的超自然日常"", ""is_commerce"": false, ""start"": 60, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2015, ""tag_name"": ""游戏""}, {""level"": 2, ""tag_id"": 2015004, ""tag_name"": ""竞技游戏""}, {""level"": 0, ""tag_id"": 0, ""tag_name"": """"}]",
7309857450302213376,7619345212095171878,5,2026-05-09T21:21:15.361218,1566521961209,MS4wLjABAAAA7xxUsP2lNw77kxnONGVG0ZgF9cLqnA228yI0Pf4aY5s,木读经典,顶级情商：不激发别人的嫉妒心 ,1774409400,470234,4,21923,1274,24100,10957,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/1d573d93b8d6c09de0eb2d2de4479fdc~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=ns1lN55iLQ7MQvQvAlW%2BJYxOUdU%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/1d573d93b8d6c09de0eb2d2de4479fdc~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=72Av1Yw6TJlkMf43AEf9HcKosiU%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7619345408946424617,@木读经典创作的原声,,"[{""level"": 1, ""tag_id"": 2011, ""tag_name"": ""个人管理""}, {""level"": 2, ""tag_id"": 2011003, ""tag_name"": ""情感心理""}, {""level"": 3, ""tag_id"": 2011003001, ""tag_name"": ""励志/鸡汤""}]",顶级情商的表现之一是避免激发他人的嫉妒心。通过真实案例和名人故事，揭示了炫耀可能带来的负面影响，如被嫉妒、被报复等。强调了低调和谦卑的重要性，认为这是保护自己和维护良好人际关系的关键。
7309857450302213376,7622173772149328121,6,2026-05-09T21:21:15.361218,927583574169516,MS4wLjABAAAA2jJq145RgnFp0UsnN-UXYDs1GSPxKoKarDnZze9Q_U4,海纳百川9599🇨🇳,张雪峰老师，成名前的种种心酸。#张雪峰老师 #张雪峰谈高考志愿填报 #张雪峰考研,1774675626,282367,4,41344,2097,12322,18093,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/3a8874120ba45f9485cf4aaed36fe8d2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=oRLLh1K%2BrlqSool1S310tn66O8o%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/3a8874120ba45f9485cf4aaed36fe8d2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=buc%2Faajlw3VXrNqzvHkvWsSAgs8%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7622173723839220489,@海纳百川9599🇨🇳创作的原声,"[{""caption_end"": 21, ""caption_start"": 15, ""end"": 21, ""hashtag_id"": ""1590393465416717"", ""hashtag_name"": ""张雪峰老师"", ""is_commerce"": false, ""start"": 15, ""type"": 1}, {""caption_end"": 33, ""caption_start"": 22, ""end"": 33, ""hashtag_id"": ""1767369730279438"", ""hashtag_name"": ""张雪峰谈高考志愿填报"", ""is_commerce"": false, ""start"": 22, ""sub_type"": 11, ""type"": 1}, {""caption_end"": 40, ""caption_start"": 34, ""end"": 40, ""hashtag_id"": ""1686573517943822"", ""hashtag_name"": ""张雪峰考研"", ""is_commerce"": false, ""start"": 34, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2007, ""tag_name"": ""校园教育""}, {""level"": 2, ""tag_id"": 2007002, ""tag_name"": ""考试考证""}, {""level"": 3, ""tag_id"": 2007002003, ""tag_name"": ""考研""}]",
7309857450302213376,7626106440360545590,7,2026-05-09T21:21:15.361218,84835176800,MS4wLjABAAAADOlmbbOO5FTJtnrEJ7mjED9SoX2URb3D5aQa2-bxyes,玄济,151-閻王開示：逝者在地府最需要哪三樣物品？答案並非世人所 ,1775591317,1326580,4,1218,136,158,414,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/3434a3fc96516670d7b68eef6015f671~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=FliKG7AUBlkbkeNJrtiUR%2BBIACQ%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/3434a3fc96516670d7b68eef6015f671~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=vSZBT5M7eJjaKGgX3JlhmiFH4wQ%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7626106519234415402,@玄济创作的原声,,"[{""level"": 1, ""tag_id"": 2009, ""tag_name"": ""人文社科""}, {""level"": 2, ""tag_id"": 2009002, ""tag_name"": ""人文艺术""}, {""level"": 3, ""tag_id"": 2009002007, ""tag_name"": ""人文综合""}]",
7309857450302213376,7623804127134371106,8,2026-05-09T21:21:15.361218,7538574325084472380,MS4wLjABAAAAeqwR3lojToDsV2dMZhIYW-u7GLIyOikDabsQjuLxk2k0x2V9RvQOieFi-CIZPPbj,研报聚焦,一口气了解token！ 一口气读懂Token全产业链与核心投资逻辑#掘金计划2026 #燃起来了大国重器 #token #token是什么意思 #电力,1775082600,766539,4,215718,5260,74781,160103,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/7d642a495880a725cb4cbe5c242c99a5~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=3q126CCU4A5TU7a%2B4WNvcMLwNDk%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/7d642a495880a725cb4cbe5c242c99a5~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=3DTa6FY3%2FP1dk3FXSaA4IpDYPts%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",7623804589548407602,@研报聚焦创作的原声,"[{""caption_end"": 30, ""caption_start"": 21, ""end"": 42, ""hashtag_id"": ""7493835442882627634"", ""hashtag_name"": ""掘金计划2026"", ""is_commerce"": false, ""start"": 33, ""type"": 1}, {""caption_end"": 40, ""caption_start"": 31, ""end"": 52, ""hashtag_id"": ""7569462588111587378"", ""hashtag_name"": ""燃起来了大国重器"", ""is_commerce"": false, ""start"": 43, ""type"": 1}, {""caption_end"": 47, ""caption_start"": 41, ""end"": 59, ""hashtag_id"": ""1609402024477700"", ""hashtag_name"": ""token"", ""is_commerce"": false, ""start"": 53, ""type"": 1}, {""caption_end"": 59, ""caption_start"": 48, ""end"": 71, ""hashtag_id"": ""1775725748714584"", ""hashtag_name"": ""token是什么意思"", ""is_commerce"": false, ""start"": 60, ""type"": 1}, {""caption_end"": 63, ""caption_start"": 60, ""end"": 75, ""hashtag_id"": ""1643169951725575"", ""hashtag_name"": ""电力"", ""is_commerce"": false, ""start"": 72, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2026, ""tag_name"": ""科技""}, {""level"": 2, ""tag_id"": 2026005, ""tag_name"": ""行业资讯""}, {""level"": 3, ""tag_id"": 2026005002, ""tag_name"": ""互联网资讯""}]",Token是中国电力出口的新形式，通过将电力转化为算力，再封装成Token卖到全世界。中国在Token产业链中具有成本优势，占据全球市场份额的一半以上。Token出口实现了电力的跨境交付，为中国带来了可观的溢价空间。整个产业链包括模型、聚合、算力服务、硬件、电力与能源等环节，核心逻辑是前端模型厂商的盈利能力取决于后端算力电力等基础设施的成本控制能力。
7309857450302213376,7614418046769171747,9,2026-05-09T21:21:15.361218,2862769636127787,MS4wLjABAAAAthyP8DUeSn1ygnCH0q2ami_DAT_MCA6vXquiKVYBU2theEBERvsvOEple4LvCpnp,张小张YiFan,"音乐制作人乐评酷玩《A Sky Full of Stars》 在EDM最辉煌的时代，酷玩跟Avicii的合作可以说是双厨狂喜，在流行摇滚和电子舞曲之间，平衡的很好，简单的动机RIFF就能抓住路人。
#coldplay  #avicii #欧美音乐 #askyfullofstars #神级现场",1772869863,497034,4,6383,635,804,827,0,"[""https://p9-pc-sign.douyinpic.com/image-cut-tos/ba7c89315336d240d940f84388d3169a~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=uOqkNY5k7tLCEnOzvFyTQ4AB0ng%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D"", ""https://p3-pc-sign.douyinpic.com/image-cut-tos/ba7c89315336d240d940f84388d3169a~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093691600&x-signature=%2BE%2B2JaI%2B8MQhZBcIj7IPLdINR78%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026050921212746130ABD39B0A301354D""]",6705026655225645057,A Sky Full of Stars,"[{""caption_end"": 77, ""caption_start"": 68, ""end"": 108, ""hashtag_id"": ""1565549193700354"", ""hashtag_name"": ""coldplay"", ""is_commerce"": false, ""start"": 99, ""type"": 1}, {""caption_end"": 86, ""caption_start"": 79, ""end"": 117, ""hashtag_id"": ""1585741511440397"", ""hashtag_name"": ""avicii"", ""is_commerce"": false, ""start"": 110, ""type"": 1}, {""caption_end"": 92, ""caption_start"": 87, ""end"": 123, ""hashtag_id"": ""1548246494982145"", ""hashtag_name"": ""欧美音乐"", ""is_commerce"": false, ""start"": 118, ""type"": 1}, {""caption_end"": 109, ""caption_start"": 93, ""end"": 140, ""hashtag_id"": ""1628717476900876"", ""hashtag_name"": ""askyfullofstars"", ""is_commerce"": false, ""start"": 124, ""type"": 1}, {""caption_end"": 115, ""caption_start"": 110, ""end"": 146, ""hashtag_id"": ""1593428035214350"", ""hashtag_name"": ""神级现场"", ""is_commerce"": false, ""start"": 141, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2023, ""tag_name"": ""音乐""}, {""level"": 2, ""tag_id"": 2023001, ""tag_name"": ""音乐演唱""}, {""level"": 0, ""tag_id"": 0, ""tag_name"": """"}]",
