video_id,crawl_time,cover_uri,cover_url_list,cover_width,cover_height,origin_cover_uri,origin_cover_url_list,origin_cover_width,origin_cover_height,dynamic_cover_uri,dynamic_cover_url_list,dynamic_cover_width,dynamic_cover_height,video_width,video_height,video_format,video_ratio,is_h265,is_long_video,has_watermark,bit_rate_raw,big_thumbs_raw,video_meta_raw
7624828997314644195,2026-05-11 08:49:23.275352,image-cut-tos-priv/74be1849d2c34382bda10dd7e99a5a21,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015/oo1AIiPBgB9BYoPif10eAAA4I0QjZ6IBGEzjWD,"[""tos-cn-p-0015/oo1AIiPBgB9BYoPif10eAAA4I0QjZ6IBGEzjWD""]",640,360,tos-cn-i-0813/o8vACiVIAwAQi9kQy6PZDaI1nxAdELAg3BUDz,"[""tos-cn-i-0813/o8vACiVIAwAQi9kQy6PZDaI1nxAdELAg3BUDz""]",720,720,720,720,,,,,,,,
7624829492262948122,2026-05-11 08:49:41.774520,image-cut-tos-priv/fc765be9115a0b3c40b2891ce91a097d,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015/ocBQ13wPEgSD9EDI9AiiCmQaq1IyPDdAkAI21,"[""tos-cn-p-0015/ocBQ13wPEgSD9EDI9AiiCmQaq1IyPDdAkAI21""]",518,360,tos-cn-i-dy/347e64bb6f3c4911b302eae057f1cef1,"[""tos-cn-i-dy/347e64bb6f3c4911b302eae057f1cef1""]",720,720,720,720,,,,,,,,
7624833629935816689,2026-05-11 08:49:45.374740,image-cut-tos-priv/2761aae78591c4c7ffb76780be84068e,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/oQWAfXF0UIDYH4BAkggwfvElpQIs97jEnKcN2B,"[""tos-cn-p-0015c000-ce/oQWAfXF0UIDYH4BAkggwfvElpQIs97jEnKcN2B""]",360,480,tos-cn-p-0015c000-ce/ogfpIf9bAiD0jQYEy2FkHI1cEgLvIwB4NUBnlA,"[""tos-cn-p-0015c000-ce/ogfpIf9bAiD0jQYEy2FkHI1cEgLvIwB4NUBnlA""]",720,720,720,720,,,,,,,,
7624840865004916022,2026-05-11 08:49:52.551177,image-cut-tos-priv/6754c75ee22f60b7839db8b253436b78,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015/ocKQHCWiAD40XCMQtaFTg8QE9A2KD6QfAeBpUN,"[""tos-cn-p-0015/ocKQHCWiAD40XCMQtaFTg8QE9A2KD6QfAeBpUN""]",640,360,tos-cn-i-dy/f2d9dda0b9004211985162af95a27ea1,"[""tos-cn-i-dy/f2d9dda0b9004211985162af95a27ea1""]",720,720,720,720,,,,,,,,
7624840871008169829,2026-05-11 08:50:06.348352,,,,,,,,,,,,,300,318,,,,,,,,
7624845293707874282,2026-05-11 08:50:10.007405,image-cut-tos-priv/62fe49c0d6df61ac24b9ba2ae9fd48e4,"[""https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=14ox%2F6uTr3sCyYmcMBztlDn8NeI%3D&from=327834062""]",,,tos-cn-p-0015/oAB4A580EFPw0AOAIpED4HfeI9IFgQclANQH39,"[""tos-cn-p-0015/oAB4A580EFPw0AOAIpED4HfeI9IFgQclANQH39""]",480,360,tos-cn-i-0813c001/oEWAeT5LAzjBc4aT7lMEBeUMGIIpEALQADAoeG,"[""tos-cn-i-0813c001/oEWAeT5LAzjBc4aT7lMEBeUMGIIpEALQADAoeG""]",720,720,720,720,,,,,,,,
7624853391398817060,2026-05-11 08:50:12.704401,,,,,,,,,,,,,300,318,,,,,,,,
7624866207954488585,2026-05-11 08:50:14.918566,,,,,,,,,,,,,300,318,,,,,,,,
7624868147074905466,2026-05-11 08:50:17.244006,image-cut-tos-priv/b63f3c31095539bea7c6dce46c7c6083,"[""https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=14ox%2F6uTr3sCyYmcMBztlDn8NeI%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/oIQDhLnSeFzfTHGDQeQh24DAIReZOQ29OunA2V,"[""tos-cn-p-0015c000-ce/oIQDhLnSeFzfTHGDQeQh24DAIReZOQ29OunA2V""]",640,360,tos-cn-i-0813c000-ce/owAxAfxQDEGpFA2AthEePrIS0EeQQGcwp19ckA,"[""tos-cn-i-0813c000-ce/owAxAfxQDEGpFA2AthEePrIS0EeQQGcwp19ckA""]",720,720,720,720,,,,,,,,
7624880706258856881,2026-05-11 08:50:19.879521,,,,,,,,,,,,,300,318,,,,,,,,
7624882276250394853,2026-05-11 08:50:23.374704,image-cut-tos-priv/d5c1e8b42d8661580a94c6f8ec4b2086,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/oUFWgVEp0AunE16BE1eQ39BBnpRfISdsAzlwID,"[""tos-cn-p-0015c000-ce/oUFWgVEp0AunE16BE1eQ39BBnpRfISdsAzlwID""]",640,360,tos-cn-i-0813c000-ce/oEIiQAJA7DeoA9GTyLGUeVQ82w5BPIAgOUgAFe,"[""tos-cn-i-0813c000-ce/oEIiQAJA7DeoA9GTyLGUeVQ82w5BPIAgOUgAFe""]",720,720,720,720,,,,,,,,
7624886825865284910,2026-05-11 08:50:28.866634,image-cut-tos-priv/43a02a45133a393500bf12007684b7bd,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015/o8S0IaL8eDAkCfDFigF6B7TBLBYAiCioIuf7RE,"[""tos-cn-p-0015/o8S0IaL8eDAkCfDFigF6B7TBLBYAiCioIuf7RE""]",640,360,tos-cn-i-dy/3a1c000de31d47f89d4a3784d5b14d3c,"[""tos-cn-i-dy/3a1c000de31d47f89d4a3784d5b14d3c""]",720,720,720,720,,,,,,,,
7624893866151267636,2026-05-11 08:50:37.203177,,,,,,,,,,,,,300,318,,,,,,,,
7624895613221511131,2026-05-11 08:50:40.279206,image-cut-tos-priv/0d608c8b44366f742eab84b8621f30aa,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015/o0gEERtzDIvkCRfGA0FBCi9wqBfupTAIEZgQA0,"[""tos-cn-p-0015/o0gEERtzDIvkCRfGA0FBCi9wqBfupTAIEZgQA0""]",480,360,tos-cn-p-0015/osugQqEwAzGARfCp9dCBA0EFkEIEICFRAjC0fD,"[""tos-cn-p-0015/osugQqEwAzGARfCp9dCBA0EFkEIEICFRAjC0fD""]",720,720,720,720,,,,,,,,
7624896086624216740,2026-05-11 08:50:47.124367,,,,,,,,,,,,,300,318,,,,,,,,
7624909172987022642,2026-05-11 08:50:49.357757,image-cut-tos-priv/4e986a4d259b3f3806ee3dc9aa80c840,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015/oAXuqYEIIAgpBv0fUHFCR3jfwp2BPAARDBR9Bj,"[""tos-cn-p-0015/oAXuqYEIIAgpBv0fUHFCR3jfwp2BPAARDBR9Bj""]",640,360,tos-cn-i-dy/88d52a2e127b47a2a0a12dcd61cae840,"[""tos-cn-i-dy/88d52a2e127b47a2a0a12dcd61cae840""]",720,720,720,720,,,,,,,,
7624914536260862656,2026-05-11 08:50:56.335758,,,,,,,,,,,,,300,318,,,,,,,,
7624915041154822758,2026-05-11 08:50:58.569408,,,,,,,,,,,,,300,318,,,,,,,,
7624917350545952036,2026-05-11 08:51:00.833646,image-cut-tos-priv/9f88e6a529625f83dc255fd5462de61c,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779667200&x-signature=NLl%2FvFmoEa2vZv3fniRc2qdZVXQ%3D&from=327834062""]",,,tos-cn-p-0015/o8HeAcGLQLAnQZCoiBIEqTBPB2kee7wiTYAuAP,"[""tos-cn-p-0015/o8HeAcGLQLAnQZCoiBIEqTBPB2kee7wiTYAuAP""]",640,360,tos-cn-i-dy/6eba8d421bc940e4b78f05b55ff13193,"[""tos-cn-i-dy/6eba8d421bc940e4b78f05b55ff13193""]",720,720,720,720,,,,,,,,
