crawl_batch_id,crawl_time,target_url,source_page_type,request_url,request_cursor,response_status,response_timestamp,response_headers_raw,network_response_count,runtime_objects_count,primary_source_key,match_type,confidence
20260511_084923,2026-05-11T08:49:23.275352,https://www.douyin.com/video/7624828997314644195,video_detail,https://www.douyin.com/video/7624828997314644195,,200,2026-05-11T08:49:23.275352,,45,,,none,low
20260511_084923,2026-05-11T08:49:41.774520,https://www.douyin.com/video/7624829492262948122,video_detail,https://www.douyin.com/video/7624829492262948122,,200,2026-05-11T08:49:41.774520,,33,,network_response_30,exact,high
20260511_084923,2026-05-11T08:49:45.374740,https://www.douyin.com/video/7624833629935816689,video_detail,https://www.douyin.com/video/7624833629935816689,,200,2026-05-11T08:49:45.374740,,72,1,network_response_30,exact,high
20260511_084923,2026-05-11T08:49:52.551177,https://www.douyin.com/video/7624840865004916022,video_detail,https://www.douyin.com/video/7624840865004916022,,200,2026-05-11T08:49:52.551177,,75,1,network_response_32,exact,high
20260511_084923,2026-05-11T08:50:06.348352,https://www.douyin.com/video/7624840871008169829,video_detail,https://www.douyin.com/video/7624840871008169829,,200,2026-05-11T08:50:06.348352,,11,,,none,low
20260511_084923,2026-05-11T08:50:10.007405,https://www.douyin.com/video/7624845293707874282,video_detail,https://www.douyin.com/video/7624845293707874282,,200,2026-05-11T08:50:10.007405,,28,,network_response_12,exact,high
20260511_084923,2026-05-11T08:50:12.704401,https://www.douyin.com/video/7624853391398817060,video_detail,https://www.douyin.com/video/7624853391398817060,,200,2026-05-11T08:50:12.704401,,13,,,none,low
20260511_084923,2026-05-11T08:50:14.918566,https://www.douyin.com/video/7624866207954488585,video_detail,https://www.douyin.com/video/7624866207954488585,,200,2026-05-11T08:50:14.918566,,21,,,none,low
20260511_084923,2026-05-11T08:50:17.244006,https://www.douyin.com/video/7624868147074905466,video_detail,https://www.douyin.com/video/7624868147074905466,,200,2026-05-11T08:50:17.244006,,15,,network_response_13,exact,high
20260511_084923,2026-05-11T08:50:19.879521,https://www.douyin.com/video/7624880706258856881,video_detail,https://www.douyin.com/video/7624880706258856881,,200,2026-05-11T08:50:19.879521,,24,,,none,low
20260511_084923,2026-05-11T08:50:23.374704,https://www.douyin.com/video/7624882276250394853,video_detail,https://www.douyin.com/video/7624882276250394853,,200,2026-05-11T08:50:23.374704,,43,,network_response_36,exact,high
20260511_084923,2026-05-11T08:50:28.866634,https://www.douyin.com/video/7624886825865284910,video_detail,https://www.douyin.com/video/7624886825865284910,,200,2026-05-11T08:50:28.866634,,77,1,network_response_73,exact,high
20260511_084923,2026-05-11T08:50:37.203177,https://www.douyin.com/video/7624893866151267636,video_detail,https://www.douyin.com/video/7624893866151267636,,200,2026-05-11T08:50:37.203177,,12,,,none,low
20260511_084923,2026-05-11T08:50:40.279206,https://www.douyin.com/video/7624895613221511131,video_detail,https://www.douyin.com/video/7624895613221511131,,200,2026-05-11T08:50:40.279206,,76,1,network_response_64,exact,high
20260511_084923,2026-05-11T08:50:47.124367,https://www.douyin.com/video/7624896086624216740,video_detail,https://www.douyin.com/video/7624896086624216740,,200,2026-05-11T08:50:47.124367,,13,,,none,low
20260511_084923,2026-05-11T08:50:49.357757,https://www.douyin.com/video/7624909172987022642,video_detail,https://www.douyin.com/video/7624909172987022642,,200,2026-05-11T08:50:49.357757,,75,1,network_response_66,exact,high
20260511_084923,2026-05-11T08:50:56.335758,https://www.douyin.com/video/7624914536260862656,video_detail,https://www.douyin.com/video/7624914536260862656,,200,2026-05-11T08:50:56.335758,,13,,,none,low
20260511_084923,2026-05-11T08:50:58.569408,https://www.douyin.com/video/7624915041154822758,video_detail,https://www.douyin.com/video/7624915041154822758,,200,2026-05-11T08:50:58.569408,,27,,network_response_13,exact,high
20260511_084923,2026-05-11T08:51:00.833646,https://www.douyin.com/video/7624917350545952036,video_detail,https://www.douyin.com/video/7624917350545952036,,200,2026-05-11T08:51:00.833646,,71,1,network_response_58,exact,high
20260511_084923,2026-05-11T08:51:07.610410,https://www.douyin.com/video/7624925765334879529,video_detail,https://www.douyin.com/video/7624925765334879529,,200,2026-05-11T08:51:07.610410,,76,1,network_response_67,exact,high
20260511_084923,2026-05-11T08:51:15.325804,https://www.douyin.com/video/7624928184945052934,video_detail,https://www.douyin.com/video/7624928184945052934,,200,2026-05-11T08:51:15.325804,,50,,network_response_30,exact,high
20260511_084923,2026-05-11T08:51:22.082705,https://www.douyin.com/video/7624933790091817642,video_detail,https://www.douyin.com/video/7624933790091817642,,200,2026-05-11T08:51:22.082705,,26,,network_response_14,exact,high
20260511_084923,2026-05-11T08:51:25.016499,https://www.douyin.com/video/7624987086285704502,video_detail,https://www.douyin.com/video/7624987086285704502,,200,2026-05-11T08:51:25.016499,,27,,,none,low
20260511_084923,2026-05-11T08:51:27.752495,https://www.douyin.com/video/7625000575289117990,video_detail,https://www.douyin.com/video/7625000575289117990,,200,2026-05-11T08:51:27.752495,,27,,network_response_26,exact,high
20260511_084923,2026-05-11T08:51:30.333596,https://www.douyin.com/video/7625037092553787385,video_detail,https://www.douyin.com/video/7625037092553787385,,200,2026-05-11T08:51:30.333596,,78,1,network_response_28,exact,high
20260511_084923,2026-05-11T08:51:37.693154,https://www.douyin.com/video/7625045617538059529,video_detail,https://www.douyin.com/video/7625045617538059529,,200,2026-05-11T08:51:37.693154,,79,1,network_response_32,exact,high
20260511_084923,2026-05-11T08:51:51.731039,https://www.douyin.com/video/7625074635570154771,video_detail,https://www.douyin.com/video/7625074635570154771,,200,2026-05-11T08:51:51.731039,,27,,,none,low
