source_video_id,related_video_id,related_rank_position,crawl_time,related_author_id,related_author_sec_uid,related_author_nickname,related_caption,related_create_time,related_duration_ms,related_media_type,related_digg_count,related_comment_count,related_share_count,related_collect_count,related_play_count,related_cover_url_list,related_music_id,related_music_title,related_text_extra_raw,related_video_tag_raw,related_chapter_abstract
7622305689017351906,7614798172719828270,0,2026-05-06T22:28:01.155449,4231394364753751,MS4wLjABAAAAD8fpZXz8eJJd8-9Bqzis7xiqdyH27e2vTJYP5Ll6tXaCeMa8ZO40QOzb0tevBss6,小文不爱做饿梦,沉浸式吃捞汁生蚝🦪  肥美鲜甜又多汁～ #海鲜 #捞汁 #捞汁小海鲜 #生腌 #咀嚼音,1772958369,52267,4,6948,63,1549,1374,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/d7c316763824bb025a611d6441abbcb4~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=CVz0L3MpfsS7oKYHwbsEjMaFHoY%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/d7c316763824bb025a611d6441abbcb4~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=eg8cYnnA4mrXjFx06ygaKHMN4EQ%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7348255667234424833,你 (吉他甜蜜版),"[{""caption_end"": 3, ""caption_start"": 0, ""end"": 24, ""hashtag_id"": ""1767586099365902"", ""hashtag_name"": ""海鲜"", ""is_commerce"": false, ""start"": 21, ""type"": 1}, {""caption_end"": 7, ""caption_start"": 4, ""end"": 28, ""hashtag_id"": ""1614025732954120"", ""hashtag_name"": ""捞汁"", ""is_commerce"": false, ""start"": 25, ""type"": 1}, {""caption_end"": 14, ""caption_start"": 8, ""end"": 35, ""hashtag_id"": ""1604169075188739"", ""hashtag_name"": ""捞汁小海鲜"", ""is_commerce"": false, ""start"": 29, ""type"": 1}, {""caption_end"": 18, ""caption_start"": 15, ""end"": 39, ""hashtag_id"": ""1613819519666179"", ""hashtag_name"": ""生腌"", ""is_commerce"": false, ""start"": 36, ""type"": 1}, {""caption_end"": 23, ""caption_start"": 19, ""end"": 44, ""hashtag_id"": ""1610961227273223"", ""hashtag_name"": ""咀嚼音"", ""is_commerce"": false, ""start"": 40, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7626327812890252913,1,2026-05-06T22:28:01.155449,73319284581,MS4wLjABAAAAIum-YWeDrizbYAVddYp80JY2tzOwMpPQM-ei4GS6ut8,小芹美食🍑,能被艾特看美食的人肯定很幸福！#捞汁海鲜 #三文鱼 #海鲜 #捞汁小海鲜,1775642814,297911,4,12420,339,8445,1443,0,"[""https://p9-pc-sign.douyinpic.com/image-cut-tos/ba2be01386743a1e6958ae85fa6261e2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=4MzpZBh6q%2FEIR6WGfRzuPt2m0eQ%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p3-pc-sign.douyinpic.com/image-cut-tos/ba2be01386743a1e6958ae85fa6261e2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=xsEwrDD5Brz1jrW9sldabBpbiLE%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7626327774420208425,@小芹美食🍑创作的原声,"[{""caption_end"": 20, ""caption_start"": 15, ""end"": 20, ""hashtag_id"": ""1621779175877646"", ""hashtag_name"": ""捞汁海鲜"", ""is_commerce"": false, ""start"": 15, ""type"": 1}, {""caption_end"": 25, ""caption_start"": 21, ""end"": 25, ""hashtag_id"": ""1765783116442653"", ""hashtag_name"": ""三文鱼"", ""is_commerce"": false, ""start"": 21, ""type"": 1}, {""caption_end"": 29, ""caption_start"": 26, ""end"": 29, ""hashtag_id"": ""1767586099365902"", ""hashtag_name"": ""海鲜"", ""is_commerce"": false, ""start"": 26, ""type"": 1}, {""caption_end"": 36, ""caption_start"": 30, ""end"": 36, ""hashtag_id"": ""1604169075188739"", ""hashtag_name"": ""捞汁小海鲜"", ""is_commerce"": false, ""start"": 30, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7621074916430859530,2,2026-05-06T22:28:01.155449,106174666824,MS4wLjABAAAAHGbo1nlIcTZzlg9WRVKB1dCD3V3n883bFLNvUkh5OZQ,七个柚子🌞,马年就要“马”上吃好！红油捞汁海鲜太绝了，祝大家新的一年吃喝不愁！,1774430220,416767,4,81785,1874,46837,5923,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/2fa7bd147a467f5b39daea27b2cb7ddc~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=sqjtw8TZqluWWQGCxyy2tFJKV6E%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/2fa7bd147a467f5b39daea27b2cb7ddc~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=56wIfHohiw9Vbo%2BLG6iIH%2BQcnh0%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7621074928225372937,@七个柚子🌞创作的原声,,"[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7624846961073859577,3,2026-05-06T22:28:01.155449,56935213705,MS4wLjABAAAAsWGO6z50zsbaKwfmHwuycigk_bFUsiOeUiaqtsSPpdQ,孙胆胆,太饿了！今天的炸串太香了！金针菇，拉丝炸芝士，让肠，还有鸡柳 ，真的太有食欲了！ #炸串 #美食 #烧烤 #深夜放毒,1775298026,414104,4,19540,790,5091,3663,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/84160fe500423dc473e496d0f8fb7f0d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=ZkpAfCvRi82x548ETP8HNYYi1Ws%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/84160fe500423dc473e496d0f8fb7f0d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=hBj3wyw4LGsd0%2Bh%2BiuRSJTBZ5fM%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7624846874105219892,@孙胆胆创作的原声,"[{""caption_end"": 13, ""caption_start"": 10, ""end"": 44, ""hashtag_id"": ""1593013750477837"", ""hashtag_name"": ""炸串"", ""is_commerce"": false, ""start"": 41, ""type"": 1}, {""caption_end"": 17, ""caption_start"": 14, ""end"": 48, ""hashtag_id"": ""1767586897793101"", ""hashtag_name"": ""美食"", ""is_commerce"": false, ""start"": 45, ""type"": 1}, {""caption_end"": 21, ""caption_start"": 18, ""end"": 52, ""hashtag_id"": ""1565175330690050"", ""hashtag_name"": ""烧烤"", ""is_commerce"": false, ""start"": 49, ""type"": 1}, {""caption_end"": 27, ""caption_start"": 22, ""end"": 58, ""hashtag_id"": ""1558567968378882"", ""hashtag_name"": ""深夜放毒"", ""is_commerce"": false, ""start"": 53, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7613331726304204283,4,2026-05-06T22:28:01.155449,56935213705,MS4wLjABAAAAsWGO6z50zsbaKwfmHwuycigk_bFUsiOeUiaqtsSPpdQ,孙胆胆,最爱的炸串终于来啦！金针菇，让肠，鳗鱼，拉丝芝士棒，烤面筋， 真的太好吃了！香香香！#炸串 #烧烤 #美食 #深夜放毒,1772616927,357168,4,34579,1344,12747,5764,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/0388afae2836b217aa4873919eb7a91d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=sZ4w6fFXX1GUuNs0vrBI9TQio9o%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/0388afae2836b217aa4873919eb7a91d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=CVANbWLdQnr795SJSCCUmxWaJ6E%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7613331684716677940,@孙胆胆创作的原声,"[{""caption_end"": 14, ""caption_start"": 11, ""end"": 45, ""hashtag_id"": ""1593013750477837"", ""hashtag_name"": ""炸串"", ""is_commerce"": false, ""start"": 42, ""type"": 1}, {""caption_end"": 18, ""caption_start"": 15, ""end"": 49, ""hashtag_id"": ""1565175330690050"", ""hashtag_name"": ""烧烤"", ""is_commerce"": false, ""start"": 46, ""type"": 1}, {""caption_end"": 22, ""caption_start"": 19, ""end"": 53, ""hashtag_id"": ""1767586897793101"", ""hashtag_name"": ""美食"", ""is_commerce"": false, ""start"": 50, ""type"": 1}, {""caption_end"": 28, ""caption_start"": 23, ""end"": 59, ""hashtag_id"": ""1558567968378882"", ""hashtag_name"": ""深夜放毒"", ""is_commerce"": false, ""start"": 54, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7609629277097073593,5,2026-05-06T22:28:01.155449,56935213705,MS4wLjABAAAAsWGO6z50zsbaKwfmHwuycigk_bFUsiOeUiaqtsSPpdQ,孙胆胆,炸串来啦！鱿鱼卷虾滑，真的太好吃了！香香香！每一口都超幸福！ #炸串 #美食 #烧烤 #深夜放毒 #好吃到停不下来,1771754886,388701,4,17627,714,4720,2566,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/3e3c71d879f2984e2524eb8d48bddf33~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=ILaqVM5jciZoyREC03B1KEyUJ0M%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/3e3c71d879f2984e2524eb8d48bddf33~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=yps3DIMUWyo9mY%2BE7voyJvLO8Lo%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7609629227584736052,@孙胆胆创作的原声,"[{""caption_end"": 3, ""caption_start"": 0, ""end"": 34, ""hashtag_id"": ""1593013750477837"", ""hashtag_name"": ""炸串"", ""is_commerce"": false, ""start"": 31, ""type"": 1}, {""caption_end"": 7, ""caption_start"": 4, ""end"": 38, ""hashtag_id"": ""1767586897793101"", ""hashtag_name"": ""美食"", ""is_commerce"": false, ""start"": 35, ""type"": 1}, {""caption_end"": 11, ""caption_start"": 8, ""end"": 42, ""hashtag_id"": ""1565175330690050"", ""hashtag_name"": ""烧烤"", ""is_commerce"": false, ""start"": 39, ""type"": 1}, {""caption_end"": 17, ""caption_start"": 12, ""end"": 48, ""hashtag_id"": ""1558567968378882"", ""hashtag_name"": ""深夜放毒"", ""is_commerce"": false, ""start"": 43, ""type"": 1}, {""caption_end"": 26, ""caption_start"": 18, ""end"": 57, ""hashtag_id"": ""1579611625522189"", ""hashtag_name"": ""好吃到停不下来"", ""is_commerce"": false, ""start"": 49, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7627408843890765553,6,2026-05-06T22:28:01.155449,317074571529148,MS4wLjABAAAAlosoogDaO1IzDCMdDm_AYYAi93fKuReDMDZZZiO1_bE,胖哥想吃肉,麻辣大海螺！#美食#海螺,1775894510,97234,4,8699,522,1902,1191,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/b62b690b7dacd8f89a224c1531cbf37f~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=%2FusvLbGaqIIppIIw3Gy8u%2BQCnOs%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/b62b690b7dacd8f89a224c1531cbf37f~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=OYeWBlgXgS90RyMhAD9C9fgjRsI%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7627408818221206308,@胖哥想吃肉创作的原声,"[{""caption_end"": 9, ""caption_start"": 6, ""end"": 9, ""hashtag_id"": ""1767586897793101"", ""hashtag_name"": ""美食"", ""is_commerce"": false, ""start"": 6, ""type"": 1}, {""caption_end"": 12, ""caption_start"": 9, ""end"": 12, ""hashtag_id"": ""1595275535241219"", ""hashtag_name"": ""海螺"", ""is_commerce"": false, ""start"": 9, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7621131869413256697,7,2026-05-06T22:28:01.155449,56935213705,MS4wLjABAAAAsWGO6z50zsbaKwfmHwuycigk_bFUsiOeUiaqtsSPpdQ,孙胆胆,太馋炸串了！今天就过过嘴瘾！烤肠，鳗鱼，金针菇，牛肉串，真的 太好吃了！香香香！#炸串 #美食视频 #烧烤 #深夜放毒,1774433039,388771,4,15898,772,4435,3278,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/62a9e711b6332d326f00c79193117c6c~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=m%2FaNPGIBZ8ZGumAhpgNPLnbqoFE%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/62a9e711b6332d326f00c79193117c6c~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=ZkIFxTgZsDJ8ZkkFX8PUZohT9J8%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7621131887511145267,@孙胆胆创作的原声,"[{""caption_end"": 12, ""caption_start"": 9, ""end"": 43, ""hashtag_id"": ""1593013750477837"", ""hashtag_name"": ""炸串"", ""is_commerce"": false, ""start"": 40, ""type"": 1}, {""caption_end"": 18, ""caption_start"": 13, ""end"": 49, ""hashtag_id"": ""1583278369815790"", ""hashtag_name"": ""美食视频"", ""is_commerce"": false, ""start"": 44, ""type"": 1}, {""caption_end"": 22, ""caption_start"": 19, ""end"": 53, ""hashtag_id"": ""1565175330690050"", ""hashtag_name"": ""烧烤"", ""is_commerce"": false, ""start"": 50, ""type"": 1}, {""caption_end"": 28, ""caption_start"": 23, ""end"": 59, ""hashtag_id"": ""1558567968378882"", ""hashtag_name"": ""深夜放毒"", ""is_commerce"": false, ""start"": 54, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7618190027026451441,8,2026-05-06T22:28:01.155449,4220338478267516,MS4wLjABAAAAaF9uHmmekPFe59Uoy0vAN_Cv0QscBL0Ej7TtXgMyIQcUDtP2_l3fq0u4P8Eie1fM,小小吴,一碗神奇的马克定食！ #创意美食 #声控 #咀嚼音 #火鸡面 #马克定食,1773748088,275434,4,305256,5927,242042,28155,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/9a157ed1c9a46cbd2ff50c1e640b5d4d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=JE3QqBvzLciBGi%2BGAXikLDm6vGw%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/9a157ed1c9a46cbd2ff50c1e640b5d4d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=ZZ6BfmtHj3r681rOOOQzT5RPMa4%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7618190026072951590,@小小吴创作的原声,"[{""caption_end"": 5, ""caption_start"": 0, ""end"": 16, ""hashtag_id"": ""1581343486336013"", ""hashtag_name"": ""创意美食"", ""is_commerce"": false, ""start"": 11, ""type"": 1}, {""caption_end"": 9, ""caption_start"": 6, ""end"": 20, ""hashtag_id"": ""1589291528921096"", ""hashtag_name"": ""声控"", ""is_commerce"": false, ""start"": 17, ""type"": 1}, {""caption_end"": 14, ""caption_start"": 10, ""end"": 25, ""hashtag_id"": ""1610961227273223"", ""hashtag_name"": ""咀嚼音"", ""is_commerce"": false, ""start"": 21, ""type"": 1}, {""caption_end"": 19, ""caption_start"": 15, ""end"": 30, ""hashtag_id"": ""1555244017786881"", ""hashtag_name"": ""火鸡面"", ""is_commerce"": false, ""start"": 26, ""type"": 1}, {""caption_end"": 25, ""caption_start"": 20, ""end"": 36, ""hashtag_id"": ""1596966504456200"", ""hashtag_name"": ""马克定食"", ""is_commerce"": false, ""start"": 31, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
7622305689017351906,7608165673987323379,9,2026-05-06T22:28:01.155449,750295876647420,MS4wLjABAAAAmBschs3mSGWDjp3iVC1Oc9pIhdMO3SLWiUSmLo6bXsY,大鹅最爱嗦粉辣,凉拌毛肚贡菜泡三文鱼海蜇脆脆大拼盘 #毛肚贡菜#冷吃千层肚 #即食 #吃美食视频,1771414113,105267,4,20280,156,6914,2092,0,"[""https://p3-pc-sign.douyinpic.com/image-cut-tos/525d976076548319e48a142aafc0cc99~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=hv3elycfy58Rhn5jSgGJFdRDQY4%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509"", ""https://p9-pc-sign.douyinpic.com/image-cut-tos/525d976076548319e48a142aafc0cc99~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2093436000&x-signature=n2AmlQ%2Ffgx%2FAJ8tuz56T2tpRgu8%3D&from=327834062&s=PackSourceEnum_WEBPC_RELATED_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=202605062228126A5D749C823E428E8509""]",7608165613143706395,@大鹅最爱嗦粉辣创作的原声,"[{""caption_end"": 5, ""caption_start"": 0, ""end"": 23, ""hashtag_id"": ""1762701860282440"", ""hashtag_name"": ""毛肚贡菜"", ""is_commerce"": false, ""start"": 18, ""type"": 1}, {""caption_end"": 11, ""caption_start"": 5, ""end"": 29, ""hashtag_id"": ""1761350978686990"", ""hashtag_name"": ""冷吃千层肚"", ""is_commerce"": false, ""start"": 23, ""type"": 1}, {""caption_end"": 15, ""caption_start"": 12, ""end"": 33, ""hashtag_id"": ""1611331269435399"", ""hashtag_name"": ""即食"", ""is_commerce"": false, ""start"": 30, ""type"": 1}, {""caption_end"": 22, ""caption_start"": 16, ""end"": 40, ""hashtag_id"": ""1694940962020363"", ""hashtag_name"": ""吃美食视频"", ""is_commerce"": false, ""start"": 34, ""type"": 1}]","[{""level"": 1, ""tag_id"": 2001, ""tag_name"": ""美食""}, {""level"": 2, ""tag_id"": 2001005, ""tag_name"": ""吃播""}, {""level"": 3, ""tag_id"": 2001005002, ""tag_name"": ""普通吃播""}]",
