video_id,page_url,author_id,author_name,author_profile_url,desc_text,publish_time_raw,publish_time_std,like_count_raw,comment_count_raw,share_count_raw,collect_count,hashtag_list,hashtag_count,cover_url,music_name,duration_sec,author_follower_count,author_total_favorited,author_signature,author_verification_type,video_cover_url,dynamic_cover_url,origin_cover_url,source_entry,match_type,confidence,selected_reason,is_primary_match,matched_object_id,crawl_time
6773901168964798477,https://www.douyin.com/video/6773901168964798477,f14b0c82-e6b2-36d4-f235-c42f6d0e340d,我的,https://www.douyin.com/user/self?from_nav=1,- 抖音电商直播间带货榜是根据真实数据进行排名的直播间排行榜，希望帮助消费者通过榜单找到正在直播的好商品，让选择更简单。直播间排名越靠前曝光机会越大。,1776771471109,2026-04-21 19:37:51.109,,,,,[],0,,直播间带货榜,,,,,,,,,manual_url,exact,high,exact_video_id_match,True,6773901168964798477,2026-04-21 19:47:09.500828
6773906068725565448,https://www.douyin.com/video/6773906068725565448,f14b0c82-e6b2-36d4-f235-c42f6d0e340d,我的,https://www.douyin.com/user/self?from_nav=1,- 抖音电商直播间带货榜是根据真实数据进行排名的直播间排行榜，希望帮助消费者通过榜单找到正在直播的好商品，让选择更简单。直播间排名越靠前曝光机会越大。,1776771471109,2026-04-21 19:37:51.109,,,,,[],0,,直播间带货榜,,,,,,,,,manual_url,exact,high,exact_video_id_match,True,6773906068725565448,2026-04-21 19:47:15.174643
7597644971830676771,https://www.douyin.com/video/7597644971830676771,105151296160,Amy,,#暑期影视漫游企划#暑期档情报局#甄嬛传十级观众#甄嬛传解说#原创解说上热门,1769239071,2026-01-24 15:17:51,5788,297,3535,4668,[],0,https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/c3666dbd1f684eebaa4d58e75a949fb6~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092129200&x-signature=KkxaOKBj9f%2BgKORnyTKG2Df0H6U%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604211947182A76A642C4A8A80A87DB,@平姐电影创作的原声,1657,365281,10301092,"原创文案~真人配音
深度解读《甄嬛传》幕后故事
用心制作每一个视频！",1,https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777978800&x-signature=t9NYQVdjzRPVfRvs2cq1eT%2FNN%2F4%3D&from=327834062,tos-cn-i-dy/c7b15fd699dc48909bdf81bba19132f1,tos-cn-p-0015/ocQYgSKBRCITLA70mcQA7LIBFgGPe4C2geSRfE,manual_url,exact,high,exact_video_id_match,True,7597644971830676771,2026-04-21 19:47:17.139930
7597669301147779441,https://www.douyin.com/video/7597669301147779441,60592221635,狂吃碳水化合物,,{},1769992199,2026-02-02 08:29:59,18,257,349,373,[],0,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/ba78a4554446e255274b4b4efd2858e3~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092129200&x-signature=mBZqGhhweuH5sU2BXQUoyp1zURM%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421194724427EC07B96ACD214983F,王者荣耀,409,206201,2376686,全网账号同名执念，其余皆为侵权搬运,1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777978800&x-signature=r7Uc51f%2BunGUD1iw0w4%2B0jJlSDE%3D&from=327834062,tos-cn-p-0015c000-ce/o0QT57DS34gr4LrtIejGfgIBQQJeAxXoZQ2nIK,tos-cn-p-0015c000-ce/o80gnQrxAX4BKIQS7MeDJrZDfIQWQFLgrrj4eG,manual_url,exact,high,exact_video_id_match,True,7597669301147779441,2026-04-21 19:47:22.245359
7597707131379148409,https://www.douyin.com/video/7597707131379148409,2852562902715588,传说中的蕙蕙,https://www.douyin.com/user/MS4wLjABAAAAAcOgbFvDQ0fTGouIk6ihHTVbHD5Qu7C0Ug6tlo7_EWGFva14LsG3CpwvqhdL4V-g,#妈呀太香了 #唯品会 #唯品会新春特卖,1768986583,2026-01-21 17:09:43,235763,6621,100801,15329,"['妈呀太香了', '唯品会', '唯品会新春特卖']",3,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/e3a889ddbb0158383eb89533b6807040~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092129200&x-signature=qDDnevZUvOpd%2FnW5DTwqRdA3lFY%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604211947389DFEF04CB28BF96CFBC6,@传说中的蕙蕙创作的原声,1447,4261775,46017383,"直播📺预告：4月23日星期四晚上6：50，辣白菜和冷面都有货啦~
之前是甄甄 是mini~以后就是蕙蕙啦😘欢迎回家💖
好吃好玩好物土特产分享小号@蕙蕙爱分享😎😁
🐏🐂🐙🦐🦑🐚🍖🍗🥩🦪🥟🍜🧄🥢🍻
有任何售后问题都会帮大家解决~大家要记得我是永远永远站在你们这边的！售后问题联系@蕙蕙小助理 
📺直播商务：huihuishangwu1  huihuishangwu2
⭐️星图商务：huihuixingtu",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777978800&x-signature=r7Uc51f%2BunGUD1iw0w4%2B0jJlSDE%3D&from=327834062,tos-cn-i-0813c000-ce/oIykfADc2eDEmF9GpY6ipAeAwIWgEUKQAA2HEa,tos-cn-p-0015c000-ce/oQe7o4Qjc6C5gg8mBcBzeFgQM8AjXJE0fCNSPQ,manual_url,exact,high,exact_video_id_match,True,7597707131379148409,2026-04-21 19:47:32.740090
7597740490842925562,https://www.douyin.com/video/7597740490842925562,88305901531,逗哥游世界,https://www.douyin.com/user/MS4wLjABAAAAgQbdJ3qoZLymYH7xkHQdk2jEqwWgN5HXKdAhoid0WJA,有钱真的可以为所欲为吗？这里的筛选机制过于严苛了#逗哥游世界 #韩国夜生活 #首尔夜生活  #首尔旅行 #春节旅行好去处,1769038800,2026-01-22 07:40:00,10731,252,1075,2043,"['逗哥游世界', '韩国夜生活', '首尔夜生活', '首尔旅行', '春节旅行好去处']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/0495a96cf71a9cdebba5a56a858edf56~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092129200&x-signature=pEkTjrDyfDi8h3CzlhSYYS7MSo0%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604211947443027437ABD22426A5B97,@逗哥游世界创作的原声,498,286980,1506114,"记录旅行中见到的陌生人的故事
读万卷书，行万里路
看真实的世界体验不同的人生可能
各国玩乐会员攻略598起！大阪东京有一户建可以预定！
商务请注明来意：Holywarriorworld",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777978800&x-signature=r7Uc51f%2BunGUD1iw0w4%2B0jJlSDE%3D&from=327834062,tos-cn-i-0813c000-ce/oMBUwLfxAY6E0iAAlEwCAbn9iuIEmEGwe4BAdL,tos-cn-p-0015c000-ce/oMticmFMIB7AnAuBhwsBfEFewHAiCTEwMxH0IS,manual_url,exact,high,exact_video_id_match,True,7597740490842925562,2026-04-21 19:47:40.844074
7597796630277204197,https://www.douyin.com/video/7597796630277204197,1768448196346648,七七超正,https://www.douyin.com/user/MS4wLjABAAAA_x7H9zFjHigz7p3IAZdJD-9fBYWOPWvOPviIL63nXcVqNfJdDj5mYuia8_laR3Gh,,1768999881,2026-01-21 20:51:21,133293,6023,138632,77015,"['南京美食', '南京', '南京旅游']",3,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/cece61c9f457973004bdac1e5bf557ca~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092129200&x-signature=vAeUOQR22GDJJzQO6NWrz7OFuSI%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604211947511042B1C1DA2BEB6898BF,@七七超正创作的原声,369,64689,2286184,"（全网同名）：七七超正  
🈴：🟢xuekaidi1014
饭搭子@小月半子_",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777978800&x-signature=r7Uc51f%2BunGUD1iw0w4%2B0jJlSDE%3D&from=327834062,tos-cn-i-0813c000-ce/o8fHAx4DMpFjIwEelCwF6ArDC9ACcQ9hvroAAE,tos-cn-p-0015c000-ce/oMvlfC0KpbEOyC5hByFEwoDjAcA9NaTQQ2f5oM,manual_url,exact,high,exact_video_id_match,True,7597796630277204197,2026-04-21 19:47:46.846701
7598135403585031466,https://www.douyin.com/video/7598135403585031466,3302530134575383,机智的呆狗,https://www.douyin.com/user/MS4wLjABAAAAz5CZ1a-Ie5WvEVdIydf240h7r46gS0fFcqSlDp55NBR1vVCYrtWk49DRz5km0iyV,#reaction #吐槽 #精神状态belike #青年创作者成长计划,1769078786,2026-01-22 18:46:26,132017,4516,15018,53682,"['reaction', '吐槽', '精神状态belike', '青年创作者成长计划']",4,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/16775a8c37ece4cfbfdeb5426ff97fdd~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092129200&x-signature=wF19iJexk9rEOTFhGBdOPgFkz8c%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421194759238DC9BEA3409435B51C,hard to start (降调版),271467,2611333,11288699,"快乐第一🎉
商务：dgg886666",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777978800&x-signature=r7Uc51f%2BunGUD1iw0w4%2B0jJlSDE%3D&from=327834062,tos-cn-i-dy/cdff96ba691741469caf3bf3d2f79aec,tos-cn-p-0015/o8cFqBCjQf7G7g8Ycf9dkQf8SB2AnDEd4BEAAB,manual_url,exact,high,exact_video_id_match,True,7598135403585031466,2026-04-21 19:47:54.700490
7598224870405513894,https://www.douyin.com/video/7598224870405513894,1604922456148359,乐崽(中路教学),https://www.douyin.com/user/MS4wLjABAAAArmP3WiPnlSCCvh_YmZdcR_fedfq4ySTfGKX33VaML_IPPrDcsq90cGQR3353wxmz,{},1769140800,2026-01-23 12:00:00,498034,13326,78324,29347,"['小乔', '王者荣耀', '王者周瑜小乔线条小狗皮肤', '乐崽教学']",4,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/5853c2f79394ca9abc4e8647e500d0f2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092129200&x-signature=l2GP7TQB2UjFwDTpoGvgocqed%2BM%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=2026042119480837DB510D7EC99F68D5A3,王者荣耀,309167,1836075,46305771,"巅峰↑⭐️包时包标🛰️: dygzs03
配音非本人！本人性别男@乐崽1号 
商务:lezaiovo2
商务2️⃣:anff0928(备注乐崽)",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777978800&x-signature=r7Uc51f%2BunGUD1iw0w4%2B0jJlSDE%3D&from=327834062,tos-cn-i-0813c000-ce/okAAYeEQIEwpHocf1oFekEDs8oFUaAAXDEl9Aj,tos-cn-p-0015c000-ce/oMBoFwff9pEzBeEaCMDyyAFlzXycwA1ILKUiIA,manual_url,none,low,,False,,2026-04-21 19:48:02.998722
7598432512244068709,https://www.douyin.com/video/7598432512244068709,2500724502040912,泡泡喵喵,https://www.douyin.com/user/MS4wLjABAAAAHHhqHpxcE2YnY-RYO-fSYvayGTQG0DeZ2gCPJvYG_qkHsy_X7bGqVvrBplCLT4cX,"下初雪了❄️大家许愿啦嘛^o^
这周糖醋排骨很成功！特别好吃！大家可以根据这个配方去试试！
本周菜单：
黑松露煎焗鸡
糖醋排骨（超好吃版）
孜然土豆牛肉
番茄炒蛋
#抖音美食创作者 #我的厨房日记 #一周备餐 #自制预制菜 #黑松露酱",1769162400,2026-01-23 18:00:00,172318,1579,26530,35441,"['抖音美食创作者', '我的厨房日记', '一周备餐', '自制预制菜', '黑松露酱']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/2d15e319ff1e40f3a18ebaec99619ac2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092129200&x-signature=xkctGih%2FTcFOlAiZYesQyXnzGM8%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604211948164D339DC3595C1B69D41A,蜜桃物语,337339,253282,1473463,"泡师傅独居小食堂👩🏻‍🍳
vlog｜日常｜美食｜烘焙
来了就是好朋友！每周更新好吃的🍱
定期放送一些节日特色备餐～🥮🥟🧆🥞
欢迎点菜！全网同名 嘿～",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777978800&x-signature=r7Uc51f%2BunGUD1iw0w4%2B0jJlSDE%3D&from=327834062,tos-cn-i-0813c000-ce/o8HwpEQt4ADIwuAdIsDACf4m2oFD9cOERA8TfA,tos-cn-p-0015c000-ce/oMmIjwoYEBDu5oOzvRilwZIieA8uBD2fAkB0BY,manual_url,exact,high,exact_video_id_match,True,7598432512244068709,2026-04-21 19:48:11.271994
