video_id,crawl_time,music_id,music_mid,music_title,music_author,music_owner_id,music_owner_nickname,music_duration,music_shoot_duration,is_original_sound,is_commerce_music,music_status,music_collect_count,music_cover_url_list,music_play_url_list
7609234531203206446,2026-05-10 15:10:52.792976,7609234807926917915,,@驱动笑颜创作的原声,驱动笑颜,3003498597980412,驱动笑颜,403,,False,,,,,
7609237272457710911,2026-05-10 15:11:11.261459,7609238116561390345,,@正说清代十二朝创作的原声,正说清代十二朝,1925940838412859,正说清代十二朝,1110,,False,,,,,
7609247736906452234,2026-05-10 15:11:19.966245,7609248730088229641,,@森斯SENSE创作的原声,森斯SENSE,778107744424091,森斯SENSE,1772,,False,,,,,
7609249318403748281,2026-05-10 15:11:29.441014,,,,,,,,,,,,,,
7609253689307450666,2026-05-10 15:11:31.570490,7609254536108083978,,@鱼乐周剧场创作的原声,鱼乐周剧场,84580627559,鱼乐周剧场,871,,False,,,,,
7609256965910983089,2026-05-10 15:11:39.889286,7609256996323314467,,@整治不开心创作的原声,整治不开心,2247013427066804,整治不开心,1185,,False,,,,,
7609257947324068507,2026-05-10 15:11:53.895278,7609257898968419135,,@钢琴奶奶-尹松创作的原声,钢琴奶奶-尹松,1161513499368653,钢琴奶奶-尹松,619,,False,,,,,
7609258186339812025,2026-05-10 15:12:02.593415,,,直播间带货榜,,,,,,,,,,,
7609258400518452465,2026-05-10 15:12:04.755793,7609258390455470858,,@听风漫馆创作的原声,听风漫馆,215928050028804,听风漫馆,84,,False,,,,,
7609263711907342778,2026-05-10 15:12:10.847846,7609263573860125455,,@乘黄旅行创作的原声,乘黄旅行,4241263233610217,乘黄旅行,59,,False,,,,,
7609264892156276328,2026-05-10 15:12:18.933470,7609265306070649610,,素颜 0.8（Playboy Remix）,暴躁女王,3584029020133847,暴躁女王,1707,,False,,,,,
7609270477764201728,2026-05-10 15:12:25.588624,,,直播间带货榜,,,,,,,,,,,
7609274603249615993,2026-05-10 15:12:27.871946,7609274577008511779,,@秋遗郁创作的原声,秋遗郁,1876189917221272,秋遗郁,26,,False,,,,,
7609276716301581989,2026-05-10 15:12:35.678332,7609276569844091683,,@凡末创作的原声,凡末,7544224382656119867,凡末,35,,False,,,,,
7609282971559939370,2026-05-10 15:12:42.833464,7609284071931382571,,@阳扬看宇宙创作的原声,阳扬看宇宙,2429275518283115,阳扬看宇宙,466,,False,,,,,
7609284015854791814,2026-05-10 15:12:49.742009,7609284004553968427,,@赤脚科学家创作的原声,赤脚科学家,2297303938642807,赤脚科学家,646,,False,,,,,
7609284301134183782,2026-05-10 15:13:04.555834,7609284838566185747,,梦里水乡 (雷鬼Funk版),富贵山川,3619191790252076,富贵山川,1752,,False,,,,,
7609285197485689003,2026-05-10 15:13:08.857782,7609285100643093267,,@小老虎是只猫咪咪创作的原声,小老虎是只猫咪咪,1456195927287775,小老虎是只猫咪咪,12,,False,,,,,
7609288762858948337,2026-05-10 15:13:11.495967,7609288934513756928,,@陌阳（国一甄姬 小乔）国服中路创作的原声,陌阳（国一甄姬 小乔）国服中路,1684894152670344,陌阳（国一甄姬 小乔）国服中路,910,,False,,,,,
7609293976624975145,2026-05-10 15:13:19.839080,7609294698192194314,,GigaChad Theme - Phonk House Version,Mentality桃,104441079159,Mentality桃,305,,False,,,,,
7609301947010665780,2026-05-10 15:13:29.237117,7609303475788204827,,@机智的小肥虎创作的原声,机智的小肥虎,1459764435356221,机智的小肥虎,667,,False,,,,,
7609302344068533567,2026-05-10 15:13:36.247616,7609303076851239743,,@萌面君探影创作的原声,萌面君探影,109393578370,萌面君探影,843,,False,,,,,
7609303378321100084,2026-05-10 15:13:40.995947,,,直播间带货榜,,,,,,,,,,,
7609307534905707811,2026-05-10 15:13:43.824251,,,,,,,,,,,,,,
7609321500864622450,2026-05-10 15:13:46.124069,7439365451517725477,,나니까,洛菲音乐,765678703098351,洛菲音乐,28,,False,,,,,
7609330192552660264,2026-05-10 15:13:48.941408,7609331211230710555,,@虫虫趣味菌创作的原声,虫虫趣味菌,7479723286563259449,虫虫趣味菌,545,,False,,,,,
7609331472114042843,2026-05-10 15:13:57.828261,7609332443189005091,,一天一天,SupBass电音中心,74547715403,SupBass电音中心,1927,,False,,,,,
7609338322171351717,2026-05-10 15:14:01.276375,7609338288369503027,,,鱼儿音乐,740403717877975,鱼儿音乐,824,,False,,,,,
7609339199140990214,2026-05-10 15:14:03.990641,,,直播间带货榜,,,,,,,,,,,
7609346232292543807,2026-05-10 15:14:06.278378,7622234591784373018,,直播间带货榜,ct5小田,103618677950,ct5小田,1594,,False,,,,,
7609348530687184164,2026-05-10 15:14:14.804438,7609349282398866226,,@泡泡电影会创作的原声,泡泡电影会,70120050018,泡泡电影会,419,,False,,,,,
7609357409513535909,2026-05-10 15:14:20.714907,7609357340692810536,,,发财钢琴猪🎹,3028469680178491,发财钢琴猪🎹,284,,False,,,,,
7609360049735027995,2026-05-10 15:14:28.266771,7609361047753100073,,@风之影创作的原声,风之影,818469388164526,风之影,944,,False,,,,,
7609375627342318902,2026-05-10 15:14:34.705274,7609376115810945838,,@大橘研究员创作的原声,大橘研究员,2918569073181840,大橘研究员,416,,False,,,,,
7609406177427885322,2026-05-10 15:14:37.275501,7609407153840950059,,@二狗脱口秀创作的原声,二狗脱口秀,1030658085893403,二狗脱口秀,609,,False,,,,,
7609434785257196834,2026-05-10 15:14:43.774327,,,直播间带货榜,,,,,,,,,,,
7609459905250037001,2026-05-10 15:14:46.051521,7609461139004607275,,@影视强声创作的原声,影视强声,109292193802,影视强声,966,,False,,,,,
7609491802986384678,2026-05-10 15:14:53.186058,7609492207237679923,,@加特杨车库创作的原声,加特杨车库,1891620841597128,加特杨车库,353,,False,,,,,
7609496106027863338,2026-05-10 15:15:00.513581,7609496741506714422,,@成大器是我创作的原声,成大器是我,574402831584900,成大器是我,521,,False,,,,,
7609517967953138865,2026-05-10 15:15:07.687820,7609517909060209449,,@伍六七旅居云南创作的原声,伍六七旅居云南,1460571962613310,伍六七旅居云南,209,,False,,,,,
7609519430296423732,2026-05-10 15:15:15.666808,7609519926713289499,,@可爱的光头强创作的原声,可爱的光头强,3057076349713453,可爱的光头强,631,,False,,,,,
7609525882880904467,2026-05-10 15:15:22.096209,7609526194106600201,,@胖橘的荒野探险频道创作的原声,胖橘的荒野探险频道,1039456261118489,胖橘的荒野探险频道,319,,False,,,,,
7609532257409174803,2026-05-10 15:15:25.046828,,,直播间带货榜,,,,,,,,,,,
7609533554220977414,2026-05-10 15:15:28.728189,,,直播间带货榜,,,,,,,,,,,
7609546758560943366,2026-05-10 15:15:31.165901,,,直播间带货榜,,,,,,,,,,,
7609546881866634981,2026-05-10 15:15:33.587633,7609546818879376174,,Siren in the Streets,六哥不六,101443943742,六哥不六,88,,False,,,,,
7609558857332952329,2026-05-10 15:15:40.737326,,,直播间带货榜,,,,,,,,,,,
7609579296738397459,2026-05-10 15:15:43.942127,7609580994865580827,,@蓝若羽创作的原声,蓝若羽,1403402835203294,蓝若羽,331,,False,,,,,
7609581959399886080,2026-05-10 15:15:50.971430,6849288418149531662,,PASSO FUNK（DJ压迫感）,放逐大帝,14651147701,放逐大帝,578,,False,,,,,
7609589768434765066,2026-05-10 15:15:58.635528,7609590070689286953,,理想进行曲,极速车报,4355590089614522,极速车报,663,,False,,,,,
7609594254351944970,2026-05-10 15:16:02.337157,7609594422535179023,,@油管赛博集结号创作的原声,油管赛博集结号,3861108102276199,油管赛博集结号,546,,False,,,,,
7609602048346837169,2026-05-10 15:16:08.718152,7483748619510925331,,游京(DJ版)（Cover 海伦）,小王同学,3631047102432876,,213,,False,,,,,
7609609290029993262,2026-05-10 15:16:17.175249,7609609564807383858,,@奶喵次元创作的原声,奶喵次元,3669490608636682,奶喵次元,137,,False,,,,,
7609618307804613113,2026-05-10 15:16:25.024331,7609618284614257451,,@管家丽丽创作的原声,管家丽丽,3025455780215064,管家丽丽,128,,False,,,,,
7609618364947893540,2026-05-10 15:16:31.617149,7609619798552595242,,意外(完整版),是岚的,3394893484134654,是岚的,2265,,False,,,,,
7609623308687254267,2026-05-10 15:16:38.542430,7609623347143985929,,@嘴馋小迟创作的原声,嘴馋小迟,83545124299,嘴馋小迟,637,,False,,,,,
7609628032944409891,2026-05-10 15:16:46.385558,7609628496482044735,,golden hour (Seven Kayne Remix),K教授,52642801591,K教授,164,,False,,,,,
7609628120602314596,2026-05-10 15:16:49.128653,7609628098786642726,,@别叫我靴神创作的原声,别叫我靴神,7568832833930740773,别叫我靴神,107,,False,,,,,
7609628243947228425,2026-05-10 15:16:51.985874,7609628604741225262,,@酷鱼讲电影创作的原声,酷鱼讲电影,97334045953,酷鱼讲电影,331,,False,,,,,
7609630783078288694,2026-05-10 15:16:54.538022,,,,,,,,,,,,,,
7609633655434022153,2026-05-10 15:16:58.048414,7609634067672927014,,@军shi说创作的原声,军shi说,188708457559943,军shi说,560,,False,,,,,
7609634616177216777,2026-05-10 15:17:03.170039,7609635248304835355,,@私藏月色i创作的原声,私藏月色i,553753000549415,私藏月色i,237,,False,,,,,
7609650038457300858,2026-05-10 15:17:10.564881,7609650160519465791,,@小轩在日本创作的原声,小轩在日本,4183001391965087,小轩在日本,1092,,False,,,,,
7609650736758033674,2026-05-10 15:17:18.091989,7609651990603598643,,梦醒来,-超级小能猫-,2088719396378286,-超级小能猫-,2845,,False,,,,,
7609651415614622976,2026-05-10 15:17:25.389128,,,,,,,,,,,,,,
7609657661520383247,2026-05-10 15:17:28.668963,,,,,,,,,,,,,,
7609668217497341234,2026-05-10 15:17:30.931805,7609669190458329865,,@暖茶黛创作的原声,暖茶黛,4198387704145964,暖茶黛,979,,False,,,,,
7609668443273505478,2026-05-10 15:17:33.885836,7609668824735943430,,@默琳电影创作的原声,默琳电影,2289662479049495,默琳电影,1444,,False,,,,,
7609673453263766698,2026-05-10 15:17:42.109889,7609673395059411754,,@車界说创作的原声,車界说,467725821935668,車界说,331,,False,,,,,
