video_id,page_url,crawl_time,author_id,sec_item_id,group_id,comment_gid,share_url,caption,desc,preview_title,item_title,create_time,duration_ms,aweme_type,media_type,region,is_top,is_ads,is_life_item,original,shoot_way,digg_count,comment_count,share_count,collect_count,play_count,recommend_count,admire_count,primary_source_key
7609234531203206446,https://www.douyin.com/video/7609234531203206446,2026-05-10 15:10:52.792976,3003498597980412,MS4wLjAAAAAADPf1JD3AygZ--7Ac_EV-lED8kjoTaOi3EXdL4XFJWLTUVZEvNulHQvgPFIhILzp6,7609227284020481306,7609234531203206446,,#动漫解说#goat#百合#福瑞#动物世界,引言,我去，扫福瑞！人类至上！逆天神番《西顿学园》到底讲了什么？？ #动漫解说#goat#百合#福瑞#动物世界,我去，扫福瑞！人类至上！逆天神番《西顿学园》到底讲了什么？？,1771663055,403034,0,4,,0,False,False,0,,18503,347,4753,6562,0,805,0,network_response_28
7609237272457710911,https://www.douyin.com/video/7609237272457710911,2026-05-10 15:11:11.261459,1925940838412859,MS4wLjAAAAAAlY8KFzRnpKiVkT9-WS9ZU7I1Q-yNq9Ip0gffVQnRUT-Bm0UkDDLI_ZQPaDKrkm8h,7609237272457710911,7609237272457710911,,#因为一个片段看了整部剧 #我的观影报告 #人民的名义,《人民的名义》：高育良倒台，沙瑞金为何没有胜利的喜悦？ #因为一个片段看了整部剧 #我的观影报告 #人民的名义,《人民的名义》：高育良倒台，沙瑞金为何没有胜利的喜悦？ #因为一个片段看了整部剧 #我的观影报告 #人民的名义,《人民的名义》：高育良倒台，沙瑞金为何没有胜利的喜悦？,1771663743,1110720,0,4,,0,False,False,0,,105983,3690,3298,10749,0,3561,2,network_response_30
7609247736906452234,https://www.douyin.com/video/7609247736906452234,2026-05-10 15:11:19.966245,778107744424091,MS4wLjAAAAAAR5oIJV1DAu_4ez5wVNNJ28GImC30bQbxRvheGDxqf_4fGhkdrUSWRpjLD7SEB8eq,7609247736906452234,7609247736906452234,,#流量明星 #娱乐圈 #影娱年味不打烊  #影娱漫谈编辑部 #影娱热点团,万字盘点流量男星变迁史，重温七年三代十二位顶流的潮起潮落 #流量明星 #娱乐圈 #影娱年味不打烊  #影娱漫谈编辑部 #影娱热点团,万字盘点流量男星变迁史，重温七年三代十二位顶流的潮起潮落 #流量明星 #娱乐圈 #影娱年味不打烊  #影娱漫谈编辑部 #影娱热点团,万字盘点流量男星变迁史，重温七年三代十二位顶流的潮起潮落,1771673400,1772300,0,4,,0,False,False,0,,39091,3810,4355,6051,0,1129,0,network_response_31
7609249318403748281,https://www.douyin.com/video/7609249318403748281,2026-05-10 15:11:29.441014,2ce503f0-b65e-6724-d9af-abef700b6c96,,,,,,,,,1778397031176,,,,,,,,,,,,,,,,,
7609253689307450666,https://www.douyin.com/video/7609253689307450666,2026-05-10 15:11:31.570490,84580627559,MS4wLjAAAAAABqiT6dppdeEwdz632wTnB6WCkRYgeZh5A_1CXHh3ZTaJlmGaBt8v_zspDSuAJf0o,7609253689307450666,7609253689307450666,,#深度解析 #雍正王朝 #焦晃 #康熙 #唐国强,【深度解析+精讲】雍正被逼入绝境，隆科多弑主之心暴露 #深度解析 #雍正王朝 #焦晃 #康熙 #唐国强,【深度解析+精讲】雍正被逼入绝境，隆科多弑主之心暴露 #深度解析 #雍正王朝 #焦晃 #康熙 #唐国强,【深度解析+精讲】雍正被逼入绝境，隆科多弑主之心暴露,1771678860,871935,0,4,,0,False,False,0,,507564,6223,20091,61981,0,17109,1,network_response_31
7609256965910983089,https://www.douyin.com/video/7609256965910983089,2026-05-10 15:11:39.889286,2247013427066804,MS4wLjAAAAAASFnP-e2NNK-Eyg38-wWRPtF4BVj7Mg3q1oduUyV_lglxXT2AfMS2VFtkKaKStbex,7607811768701685046,7609256965910983089,,四士同堂春晚封神级喜剧小品！他们的作品从不让人失望！#春晚 #喜剧 #小品,四士同堂春晚封神级喜剧小品！他们的作品从不让人失望！#春晚 #喜剧 #小品,四士同堂春晚封神级喜剧小品！他们的作品从不让人失望！#春晚 #喜剧 #小品,,1771668202,1185008,0,4,CN,0,False,False,0,,14617,333,3980,5053,0,430,0,network_response_32
7609257947324068507,https://www.douyin.com/video/7609257947324068507,2026-05-10 15:11:53.895278,1161513499368653,MS4wLjAAAAAAGDkZT2fOwzZ_SMbGTjY4nDKz6Lx2hsK5MK0e2TyNgvKmmyMSd5a3-hiaEfPgPf60,7609257947324068507,7609257947324068507,,钢琴奶奶 尹松：75岁，古典音乐家，国家一级演奏员，交响乐团钢琴家，上海音乐学院硕士。曾作为钢琴家参加了多次政府举办的重大演出-如国庆晚会、香港回归庆典晚会等 自2023年底才开始正式接触流行音乐#抖音乐评新势力 #剑来 #知我,人生若失去知己，该当如何？钢琴奶奶赏析剑来《知我》 钢琴奶奶 尹松：75岁，古典音乐家，国家一级演奏员，交响乐团钢琴家，上海音乐学院硕士。曾作为钢琴家参加了多次政府举办的重大演出-如国庆晚会、香港回归庆典晚会等 自2023年底才开始正式接触流行音乐#抖音乐评新势力 #剑来 #知我,人生若失去知己，该当如何？钢琴奶奶赏析剑来《知我》 钢琴奶奶 尹松：75岁，古典音乐家，国家一级演奏员，交响乐团钢琴家，上海音乐学院硕士。曾作为钢琴家参加了多次政府举办的重大演出-如国庆晚会、香港回归庆典晚会等 自2023年底才开始正式接触流行音乐#抖音乐评新势力 #剑来 #知我,人生若失去知己，该当如何？钢琴奶奶赏析剑来《知我》,1771668427,619484,0,4,CN,0,False,False,0,,58368,1546,3355,4521,0,2003,2,network_response_31
7609258186339812025,https://www.douyin.com/video/7609258186339812025,2026-05-10 15:12:02.593415,2ce503f0-b65e-6724-d9af-abef700b6c96,,,,,,榜单按照加入粉丝团、新增粉丝、送礼等互动行为综合排序，榜单值越高排名越靠前。,,,1778397031176,,,,,,,,,,,,,,,,,
7609258400518452465,https://www.douyin.com/video/7609258400518452465,2026-05-10 15:12:04.755793,215928050028804,MS4wLjAAAAAAoeWULaPdCdSsfHG180T3L_PbPYhYMx5UxZFup94OVR7Z1ajlyU80l5R_wwzsXQqx,6991325345559432484,7609258400518452465,,#国漫作者团 #动漫编年史 #我在抖音看动漫 #动漫解说,引言,斗罗中不为人知的秘密，朱竹清和宁荣荣一起亲过唐三 #国漫作者团 #动漫编年史 #我在抖音看动漫 #动漫解说,斗罗中不为人知的秘密，朱竹清和宁荣荣一起亲过唐三,1771668538,84567,0,4,CN,0,False,False,0,,4056,42,565,1243,0,110,0,network_response_31
7609263711907342778,https://www.douyin.com/video/7609263711907342778,2026-05-10 15:12:10.847846,4241263233610217,MS4wLjAAAAAAzJv-dTI8u49TfmkcysefZhek15Wx8bSO6_1hibsLvpvBN6fznylQkyWCRl5XPe4b,7609263711907342778,7609263711907342778,,一生只有一次，请好好爱自己，去看世界，看祖国的大好河山，开心过好每一天，就是对生命最好的致敬！#保持热爱奔赴山海 #西藏自驾游 #旅行 #人生的意义 #抖音生活分享计划,一生只有一次，请好好爱自己，去看世界，看祖国的大好河山，开心过好每一天，就是对生命最好的致敬！#保持热爱奔赴山海 #西藏自驾游 #旅行 #人生的意义 #抖音生活分享计划,一生只有一次，请好好爱自己，去看世界，看祖国的大好河山，开心过好每一天，就是对生命最好的致敬！#保持热爱奔赴山海 #西藏自驾游 #旅行 #人生的意义 #抖音生活分享计划,,1771669769,59667,0,4,CN,0,False,False,0,,391415,30124,137217,62813,0,27966,0,network_response_25
