video_id,crawl_time,cover_uri,cover_url_list,cover_width,cover_height,origin_cover_uri,origin_cover_url_list,origin_cover_width,origin_cover_height,dynamic_cover_uri,dynamic_cover_url_list,dynamic_cover_width,dynamic_cover_height,video_width,video_height,video_format,video_ratio,is_h265,is_long_video,has_watermark,bit_rate_raw,big_thumbs_raw,video_meta_raw
7615058656707469951,2026-05-10 18:31:14.821939,image-cut-tos-priv/14b52cadb54afca92a76c7849cc3b218,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/o4s8AUuieCpPCfapHgCwLI71IAd0s7BcTG4AiB,"[""tos-cn-p-0015/o4s8AUuieCpPCfapHgCwLI71IAd0s7BcTG4AiB""]",360,640,tos-cn-i-0813c001/o8DTEcwAEfvFZFPATApIXEhA779QDBAsBffQrE,"[""tos-cn-i-0813c001/o8DTEcwAEfvFZFPATApIXEhA779QDBAsBffQrE""]",720,720,720,720,,,,,,,,
7615063700684262707,2026-05-10 18:31:23.635802,image-cut-tos-priv/15ba445259a1dd9779d397db7ab86cd6,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/okuI5GwA9QKACCUfveQA58DpbR4FEAdiBgSOJr,"[""tos-cn-p-0015/okuI5GwA9QKACCUfveQA58DpbR4FEAdiBgSOJr""]",640,360,tos-cn-i-dy/b46aa5d134c14c7493106cf61dd9d812,"[""tos-cn-i-dy/b46aa5d134c14c7493106cf61dd9d812""]",720,720,720,720,,,,,,,,
7615065620242308017,2026-05-10 18:31:40.972411,image-cut-tos-priv/d6555a7e5356a78ddb5634b6395e8b5d,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/okSEWdDoFJebrJuFR9NBACFAUnUIIeBfwpiCGE,"[""tos-cn-p-0015c000-ce/okSEWdDoFJebrJuFR9NBACFAUnUIIeBfwpiCGE""]",360,640,tos-cn-i-0813c000-ce/oIvAvilIAhAuiE16vBPdCaMJS4AaEaAnvBi4v,"[""tos-cn-i-0813c000-ce/oIvAvilIAhAuiE16vBPdCaMJS4AaEaAnvBi4v""]",720,720,720,720,,,,,,,,
7615068716622974248,2026-05-10 18:31:51.277299,image-cut-tos-priv/042127cc4a34dccf960805b5469af0cc,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/oMAwBBZTEIlHL7fQMuceCLUXNGrl5EQe1nkoAA,"[""tos-cn-p-0015/oMAwBBZTEIlHL7fQMuceCLUXNGrl5EQe1nkoAA""]",640,360,tos-cn-i-dy/aaad442e8bc0420a94458cd801d5a6ef,"[""tos-cn-i-dy/aaad442e8bc0420a94458cd801d5a6ef""]",720,720,720,720,,,,,,,,
7615069348633333018,2026-05-10 18:32:06.765636,image-cut-tos-priv/2e3c16a3c6d364dbeba08f600bdeecff,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/oMSzOPaiOmBUIqx2zaASghqPKUAuiIQ4iFIvA,"[""tos-cn-p-0015/oMSzOPaiOmBUIqx2zaASghqPKUAuiIQ4iFIvA""]",640,360,tos-cn-i-dy/2c8b8797b95a427f9b46b429af392005,"[""tos-cn-i-dy/2c8b8797b95a427f9b46b429af392005""]",720,720,720,720,,,,,,,,
7615075812320419411,2026-05-10 18:32:19.217931,image-cut-tos-priv/9f37027ad64d77fc2ede7d67e89cae61,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/ok5u3TtfQAwFAX8meBGQJABLyleXCgMNBQy876,"[""tos-cn-p-0015/ok5u3TtfQAwFAX8meBGQJABLyleXCgMNBQy876""]",360,480,tos-cn-p-0015/oo6NXTTF8ACUCtMlBjec3fQA5X73FX6jeGQQBg,"[""tos-cn-p-0015/oo6NXTTF8ACUCtMlBjec3fQA5X73FX6jeGQQBg""]",720,720,720,720,,,,,,,,
7615085505151077672,2026-05-10 18:32:30.612033,image-cut-tos-priv/4efe7e60dad70831da2423ac8808d1f6,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/ocTFQcbBAGI7eAgyob8CeLfJpBGpbQcO7GXchC,"[""tos-cn-p-0015/ocTFQcbBAGI7eAgyob8CeLfJpBGpbQcO7GXchC""]",480,360,tos-cn-i-dy/0739b4d71e194eb8abe55d6bb27db521,"[""tos-cn-i-dy/0739b4d71e194eb8abe55d6bb27db521""]",720,720,720,720,,,,,,,,
7615086011575680869,2026-05-10 18:32:36.446080,image-cut-tos-priv/69657f40afc8368957bebd59ce9a6217,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/ogihIDcfgt6IT4A9TCfpCBiTwrTBD7gAAI0a8B,"[""tos-cn-p-0015/ogihIDcfgt6IT4A9TCfpCBiTwrTBD7gAAI0a8B""]",640,360,,,720,720,300,318,,,,,,,,
7615092888829021446,2026-05-10 18:32:42.528527,image-cut-tos-priv/e50b8aea9d41e66f7ad941ab7953f838,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/oQD5uufeAZmGTFGBujkCAKEwEXQBPQ7A7reXo2,"[""tos-cn-p-0015/oQD5uufeAZmGTFGBujkCAKEwEXQBPQ7A7reXo2""]",640,360,tos-cn-i-dy/e7ee16d86b3d4e199cf4ea7ea1a43f07,"[""tos-cn-i-dy/e7ee16d86b3d4e199cf4ea7ea1a43f07""]",720,720,720,720,,,,,,,,
7615094675912936755,2026-05-10 18:32:52.254729,image-cut-tos-priv/6e99bc59edfebdb8f0add195825e898a,"[""https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=gw1NPbrtEB1OKGLee4yRrhASt4E%3D&from=327834062""]",,,tos-cn-p-0015/ow2Ci401gf9eAIPE0cIq1viuAzAuNxPQBFAoBA,"[""tos-cn-p-0015/ow2Ci401gf9eAIPE0cIq1viuAzAuNxPQBFAoBA""]",479,360,tos-cn-i-dy/65fd8ecf665346f885b95b092e30600f,"[""tos-cn-i-dy/65fd8ecf665346f885b95b092e30600f""]",720,720,720,720,,,,,,,,
7615109339958791475,2026-05-10 18:32:58.306850,image-cut-tos-priv/23b1d1db8f2c051fa3b2f736e3439856,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/o87OlBb4AetItBaTZIGLIBZXICleksLuJAGTBe,"[""tos-cn-p-0015/o87OlBb4AetItBaTZIGLIBZXICleksLuJAGTBe""]",640,360,tos-cn-i-dy/e1bfb63578b7462099a133be0036f430,"[""tos-cn-i-dy/e1bfb63578b7462099a133be0036f430""]",720,720,720,720,,,,,,,,
7615135738488769846,2026-05-10 18:33:05.935402,image-cut-tos-priv/08d696eb069f87cde6b9995fc610ebcd,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/osZm2TP6iIkaAVDdPPqgiC89Quj5AIyIgaBox,"[""tos-cn-p-0015/osZm2TP6iIkaAVDdPPqgiC89Quj5AIyIgaBox""]",640,360,tos-cn-i-dy/26e7444153da4b4e9e9c7e776f056640,"[""tos-cn-i-dy/26e7444153da4b4e9e9c7e776f056640""]",720,720,720,720,,,,,,,,
7615137170907513573,2026-05-10 18:33:09.939102,image-cut-tos-priv/933168953cb2e520548563b4f9552aa2,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/okQuZMKDDIyvPufxAjFB8w7e2Cf7TTJIEbgKBX,"[""tos-cn-p-0015c000-ce/okQuZMKDDIyvPufxAjFB8w7e2Cf7TTJIEbgKBX""]",640,360,tos-cn-i-0813c000-ce/ogzmpEQxbADpwGAoIHFAEElcseFd9rMEwAf0fA,"[""tos-cn-i-0813c000-ce/ogzmpEQxbADpwGAoIHFAEElcseFd9rMEwAf0fA""]",720,720,720,720,,,,,,,,
7615139960122838324,2026-05-10 18:33:21.766284,image-cut-tos-priv/f9b24d5d2c79bebc79b9d5560ab477a3,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779616800&x-signature=CVOHhEzpGVD%2FDZykxYNOx6i5iD0%3D&from=327834062""]",,,tos-cn-p-0015/ooYuy064VTvP8aXi5NXI33IaBAIaQiVoIA9AI,"[""tos-cn-p-0015/ooYuy064VTvP8aXi5NXI33IaBAIaQiVoIA9AI""]",640,360,tos-cn-i-dy/93562f4951fb4b738a98d6d9d61d02ce,"[""tos-cn-i-dy/93562f4951fb4b738a98d6d9d61d02ce""]",720,720,720,720,,,,,,,,
