trial_id,run_id,status,val_auc,val_loss,val_accuracy,val_f1,val_precision,val_recall,test_auc,test_f1,learning_rate,weight_decay,dropout,hidden_units,batch_size,epochs,early_stopping_patience,params_json,output_dir,error_message
0,20260520174349,completed,0.8413185185185186,0.4626957178115845,0.7466666666666667,0.697452229299363,0.6676829268292683,0.73,0.8347851851851853,0.697452229299363,0.008079775183819827,0.0005416032125151468,0.31440901618668793,"[256, 128]",256,50,10,"{""learning_rate"": 0.008079775183819827, ""weight_decay"": 0.0005416032125151468, ""dropout"": 0.31440901618668793, ""hidden_units"": [256, 128], ""batch_size"": 256, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2039}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_000,
1,20260520174404,completed,0.8348444444444444,0.4573955833911896,0.732,0.7116212338593975,0.6246851385390428,0.8266666666666667,0.835088888888889,0.726207906295754,0.0012963466988990487,0.00035845907875135216,0.2627777823887364,"[128, 64]",64,50,10,"{""learning_rate"": 0.0012963466988990487, ""weight_decay"": 0.00035845907875135216, ""dropout"": 0.2627777823887364, ""hidden_units"": [128, 64], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2046}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_001,
2,20260520174504,completed,0.8319925925925927,0.4609038531780243,0.74,0.7153284671532847,0.6363636363636364,0.8166666666666667,0.8339851851851852,0.7280832095096582,0.00038389121087379903,0.0017873478831569925,0.20171616088635208,"[128, 64]",64,50,10,"{""learning_rate"": 0.00038389121087379903, ""weight_decay"": 0.0017873478831569925, ""dropout"": 0.20171616088635208, ""hidden_units"": [128, 64], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2053}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_002,
3,20260520174604,completed,0.8267037037037037,0.46403390169143677,0.7306666666666667,0.7130681818181818,0.6212871287128713,0.8366666666666667,0.8323185185185187,0.7303851640513552,0.0014131901979425017,0.002150826902918321,0.2492442937684455,"[256, 128]",64,50,10,"{""learning_rate"": 0.0014131901979425017, ""weight_decay"": 0.002150826902918321, ""dropout"": 0.2492442937684455, ""hidden_units"": [256, 128], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2060}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_003,
4,20260520174705,completed,0.8342666666666667,0.4587551951408386,0.744,0.7201166180758017,0.6398963730569949,0.8233333333333334,0.8322962962962963,0.7248908296943232,0.0001524376130469971,6.469449497987099e-06,0.48178045164439853,"[256, 128]",256,50,10,"{""learning_rate"": 0.0001524376130469971, ""weight_decay"": 6.469449497987099e-06, ""dropout"": 0.48178045164439853, ""hidden_units"": [256, 128], ""batch_size"": 256, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2067}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_004,
5,20260520174806,completed,0.8235111111111111,0.46796998381614685,0.7386666666666667,0.7247191011235955,0.6262135922330098,0.86,0.8323851851851851,0.7347517730496453,0.0020461846127907946,9.494499867858644e-06,0.41505252875286625,"[128, 64]",64,50,10,"{""learning_rate"": 0.0020461846127907946, ""weight_decay"": 9.494499867858644e-06, ""dropout"": 0.41505252875286625, ""hidden_units"": [128, 64], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2074}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_005,
6,20260520174903,completed,0.8429407407407408,0.4580521285533905,0.748,0.7132018209408194,0.6545961002785515,0.7833333333333333,0.8334666666666666,0.7253414264036419,0.0008875244085783654,0.001990531482969186,0.12210162224505253,"[256, 128]",64,50,10,"{""learning_rate"": 0.0008875244085783654, ""weight_decay"": 0.001990531482969186, ""dropout"": 0.12210162224505253, ""hidden_units"": [256, 128], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2081}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_006,
7,20260520175003,completed,0.8343555555555555,0.4621506631374359,0.736,0.7130434782608696,0.6307692307692307,0.82,0.8397851851851852,0.7369942196531792,0.001340760852864911,0.0008478148698275977,0.45163613026609917,"[256, 128]",64,50,10,"{""learning_rate"": 0.001340760852864911, ""weight_decay"": 0.0008478148698275977, ""dropout"": 0.45163613026609917, ""hidden_units"": [256, 128], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2088}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_007,
8,20260520175104,completed,0.8248888888888889,0.45923590660095215,0.7413333333333333,0.7196531791907514,0.6352040816326531,0.83,0.8316518518518519,0.7219796215429404,0.0013203367674065017,9.268767756480651e-05,0.45398994143681515,"[128, 64]",64,50,10,"{""learning_rate"": 0.0013203367674065017, ""weight_decay"": 9.268767756480651e-05, ""dropout"": 0.45398994143681515, ""hidden_units"": [128, 64], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2095}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_008,
9,20260520175203,completed,0.8387333333333333,0.4543544054031372,0.7466666666666667,0.7254335260115607,0.6403061224489796,0.8366666666666667,0.8367777777777778,0.7331378299120235,0.00039890781256546424,0.0001008910630989823,0.2871173092946756,"[256, 128]",128,50,10,"{""learning_rate"": 0.00039890781256546424, ""weight_decay"": 0.0001008910630989823, ""dropout"": 0.2871173092946756, ""hidden_units"": [256, 128], ""batch_size"": 128, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2102}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_009,
