video_id,crawl_time,cover_uri,cover_url_list,cover_width,cover_height,origin_cover_uri,origin_cover_url_list,origin_cover_width,origin_cover_height,dynamic_cover_uri,dynamic_cover_url_list,dynamic_cover_width,dynamic_cover_height,video_width,video_height,video_format,video_ratio,is_h265,is_long_video,has_watermark,bit_rate_raw,big_thumbs_raw,video_meta_raw
6773901168964798477,2026-05-07 23:03:22.572900,,,,,,,,,,,,,300,318,,,,,,,,
6773906068725565448,2026-05-07 23:03:29.145391,,,,,,,,,,,,,300,318,,,,,,,,
7289747189515980067,2026-05-07 23:03:33.154619,image-cut-tos-priv/6b4cbde1f97dae637d2ca7956eda7bee,"[""https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779375600&x-signature=qP8t2iibbXaLQM%2Blb2l5WSGbZfQ%3D&from=327834062""]",,,tos-cn-p-0015/22536a95598f44b18bfd0b115e17fe4a_1697276599,"[""tos-cn-p-0015/22536a95598f44b18bfd0b115e17fe4a_1697276599""]",640,360,tos-cn-i-dy/b0ac1118e0c2499596ca933cd84ee0c8,"[""tos-cn-i-dy/b0ac1118e0c2499596ca933cd84ee0c8""]",720,720,720,720,,,,,,,,
7361427727863385359,2026-05-07 23:03:35.537851,image-cut-tos-priv/82bd702bed059eecc0d70103dbe87e33,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779375600&x-signature=nuGKtQ%2BAdu%2F9TCvLqkoJqTaGX0g%3D&from=327834062""]",,,tos-cn-p-0015/osHUbCNzzBCBhqUfhaoI3AIxAAkptFcg8eI6QT,"[""tos-cn-p-0015/osHUbCNzzBCBhqUfhaoI3AIxAAkptFcg8eI6QT""]",640,360,tos-cn-i-dy/6f753c50f3e54b749fb4e6a947a64908,"[""tos-cn-i-dy/6f753c50f3e54b749fb4e6a947a64908""]",720,720,720,720,,,,,,,,
7396829450211446050,2026-05-07 23:03:43.260201,,,,,,,,,,,,,300,318,,,,,,,,
7434082518397226249,2026-05-07 23:03:46.418958,,,,,,,,,,,,,300,318,,,,,,,,
7436607919690484992,2026-05-07 23:03:48.574087,,,,,,,,,,,,,300,318,,,,,,,,
7436608563918769448,2026-05-07 23:03:50.949393,,,,,,,,,,,,,300,318,,,,,,,,
7444362506467872027,2026-05-07 23:03:52.965719,image-cut-tos-priv/5389c614dd74085f81c6f72d031459b8,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779375600&x-signature=nuGKtQ%2BAdu%2F9TCvLqkoJqTaGX0g%3D&from=327834062""]",,,tos-cn-p-0015/oknnD7PFcB8I6AF9eAsIlP4A2TAFgKfJJ5sDEv,"[""tos-cn-p-0015/oknnD7PFcB8I6AF9eAsIlP4A2TAFgKfJJ5sDEv""]",640,360,tos-cn-i-dy/c0cc5f868abd4d1eaa9fe8235892baba,"[""tos-cn-i-dy/c0cc5f868abd4d1eaa9fe8235892baba""]",720,720,720,720,,,,,,,,
7446264878886554895,2026-05-07 23:04:01.645298,image-cut-tos-priv/15c6e4121435c9c59de96e4fc25de16f,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779375600&x-signature=nuGKtQ%2BAdu%2F9TCvLqkoJqTaGX0g%3D&from=327834062""]",,,tos-cn-p-0015/oYJC4BeIXAr8OrkEYQC67oAAKOQ1LGBfGe5McW,"[""tos-cn-p-0015/oYJC4BeIXAr8OrkEYQC67oAAKOQ1LGBfGe5McW""]",640,360,tos-cn-i-dy/99856b28987e452d834b4357acf381bc,"[""tos-cn-i-dy/99856b28987e452d834b4357acf381bc""]",720,720,720,720,,,,,,,,
