video_id,page_url,author_id,author_name,author_profile_url,desc_text,publish_time_raw,publish_time_std,like_count_raw,comment_count_raw,share_count_raw,collect_count,hashtag_list,hashtag_count,cover_url,music_name,duration_sec,author_follower_count,author_total_favorited,author_signature,author_verification_type,video_cover_url,dynamic_cover_url,origin_cover_url,source_entry,match_type,confidence,selected_reason,is_primary_match,matched_object_id,crawl_time
7626389557025705262,https://www.douyin.com/video/7626389557025705262,272302036753048,钱继東,https://www.douyin.com/user/MS4wLjABAAAAx1BIV8HUeit8TJ5aW93y_Gfq7TQmJARbj4nDNbX2ZXs,"你是否睡足8小时，醒来依然疲惫、昏沉、像没睡一样？其实问题不在睡眠时长，而在于你的大脑是否允许自己“开机”。本视频从脑科学角度揭示：控制清晨状态的三大系统——昼夜节律、睡眠压力、认知负荷——只要一个失调，你就会困在""半睡半醒""的泥潭里。6个进阶转变，帮你彻底告别起床挣扎：
1.固定起床时间 – 大脑靠预设化学节律运行，每天同一时间醒来，才能锁定""开机信号""。
2.光线才是真闹钟 – 醒来5分钟内让眼睛接触强光，关闭褪黑素，启动皮质醇。
3.停止追逐8小时 – 跟随睡眠周期（6/7.5/9小时），在浅睡眠阶段醒来才清醒。
4.晚上建立""关闭序列"" – 清空未完结的念头，让大脑不再预判混乱。
5.打破""我不是早起的人""的自我认知 – 用重复的证据重塑身份，而非空想。
6.目标不是早起，而是清醒地醒来 – 移除大脑拖延醒来的原因，让早起自动发生。
没有意志力游戏，没有技巧堆砌。只有协调一致。清醒地醒来，才是真正的掌控。
适合想提高效率、改善睡眠、告别起床困难的所有人。点赞收藏，评论区告诉我：你会先尝试哪一个转变？
wake up early,why waking up is hard,sleep psychology,circadian rhythm,sleep cycle science,morning routine science,brain science sleep,why you feel tired after sleep,sleep optimization,morning productivity,neuroscience sleep,melatonin cortisol rhythm,healthy sleep habits,brain wake up mechanism,sleep research;
#自律 #早期 #睡眠 #失眠 #助眠",1775741400,2026-04-09 21:30:00,1937,17,186,694,"['自律', '早期', '睡眠', '失眠', '助眠']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/7843026a8003b03c8dd7b03244400246~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=gl4oLqFbJ3kPSbUd57eo6yHA3XA%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=2026042114280185090CB3A85537043E23,@钱继東创作的原声,342867,350154,2495649,如果你真心想成为一个更优秀的人，这个频道就是为你准备的.工作:qianjidond@qq.com,1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=7%2FfXH%2BFMj3HoaaX5rLNmUdmYouw%3D&from=327834062,tos-cn-i-dy/7925142e19be46eb939093fdc8fb6262,tos-cn-p-0015/oIFySbAp1AQzAwoBEvolb9YBD9WfQbDeAJggQD,manual_url,exact,high,exact_video_id_match,True,7626389557025705262,2026-04-21 14:27:49.536572
7542804279636069667,https://www.douyin.com/video/7542804279636069667,7524649017218434105,深度学习工程师,https://www.douyin.com/user/MS4wLjABAAAAp1JLKbTFFSTL3CroaHG2lKdu6hSNg1esaqAqRsvZsVBSuRky-cm-JWxcYZJmhRHh,主讲人：Sharon Zhou#人工智能公开课,1756195984,2025-08-26 16:13:04,62,1,0,22,['人工智能公开课'],1,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/bf2b6ef5450bf04ecf0d229039e9797a~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=hduCOuTAGzD%2Fgcoa80rSqtjYNxg%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421142805ECBD2D118D9DC6AB65CC,@深度学习工程师创作的原声,179583,291,659,🚀【AI探索者联盟】——你的AI进阶加速站！🚀,1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=7%2FfXH%2BFMj3HoaaX5rLNmUdmYouw%3D&from=327834062,tos-cn-i-dy/7a5868921c6f4230b5f7a0584ee791ef,tos-cn-p-0015/oQIDorAjAfPWABw4rIjAcWOAEqDJtItIMgfF9b,manual_url,exact,high,exact_video_id_match,True,7542804279636069667,2026-04-21 14:28:03.807981
7542806628005924136,https://www.douyin.com/video/7542806628005924136,7524649017218434105,深度学习工程师,https://www.douyin.com/user/MS4wLjABAAAAp1JLKbTFFSTL3CroaHG2lKdu6hSNg1esaqAqRsvZsVBSuRky-cm-JWxcYZJmhRHh,主讲人：Sharon Zhou#人工智能公开课,1756196527,2025-08-26 16:22:07,3,0,0,2,['人工智能公开课'],1,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/4fceda689c1a258cd94b217b86993d6f~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=qJ7v3l4fn0hBoAXpZ8aMtXI71oQ%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=2026042114280966E8302A324ADA0F5977,@深度学习工程师创作的原声,875,291,659,🚀【AI探索者联盟】——你的AI进阶加速站！🚀,1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=7%2FfXH%2BFMj3HoaaX5rLNmUdmYouw%3D&from=327834062,tos-cn-i-dy/e44eb9e336e0488ea2a1dde8ded55c90,tos-cn-p-0015/o8NPIIGNrikxbFtTQ1aIPwruKKPAAiuIcLQBA,manual_url,exact,high,exact_video_id_match,True,7542806628005924136,2026-04-21 14:28:06.320329
7542806911213784372,https://www.douyin.com/video/7542806911213784372,7524649017218434105,深度学习工程师,https://www.douyin.com/user/MS4wLjABAAAAp1JLKbTFFSTL3CroaHG2lKdu6hSNg1esaqAqRsvZsVBSuRky-cm-JWxcYZJmhRHh,主讲人：Sharon Zhou#人工智能公开课,1756196596,2025-08-26 16:23:16,0,0,0,0,['人工智能公开课'],1,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/5452742154b058ad16b722856e3f2527~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=dvgubimvAHkPNQ7WtBShzU1xEjA%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421142819F40AF2F18B1142522A8C,@深度学习工程师创作的原声,911,291,659,🚀【AI探索者联盟】——你的AI进阶加速站！🚀,1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=7%2FfXH%2BFMj3HoaaX5rLNmUdmYouw%3D&from=327834062,tos-cn-i-dy/38e026b94a9a4370b93efa9870d29b49,tos-cn-p-0015/og3ezViKcSa6VtCvAjddbpgIBfACiAAL5BZ0rI,manual_url,exact,high,exact_video_id_match,True,7542806911213784372,2026-04-21 14:28:14.842698
7621084150518336822,https://www.douyin.com/video/7621084150518336822,cdd5ea64-543b-2258-3ff0-de397d87d9ed,我的,https://www.douyin.com/user/self?from_nav=1,- 抖音电商直播间带货榜是根据真实数据进行排名的直播间排行榜，希望帮助消费者通过榜单找到正在直播的好商品，让选择更简单。直播间排名越靠前曝光机会越大。,1776752841158,2026-04-21 14:27:21.158,,,,,[],0,,直播间带货榜,60000,,,,,,,,manual_url,none,low,,False,,2026-04-21 14:28:20.807336
7614822256039988532,https://www.douyin.com/video/7614822256039988532,1097781186667780,无尘游戏解说,https://www.douyin.com/user/MS4wLjABAAAAq6DLNyT0q6GWtdR1Xt2Sw5sYCI3QBNTzUE2lDdjeadZIsXNP4ZE2EehVzXcl9CjO,#机瞄 #悠一 #顶猎 #赋能 #三角洲行动,1772963984,2026-03-08 17:59:44,59044,648,7677,8097,"['机瞄', '悠一', '顶猎', '赋能', '三角洲行动']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/ae0f72e2f8c35fbd0753bc20b10d2f5b~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=trzCitI%2FdU4JPEB66RZWQ8Bwd2s%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=2026042114283502E80432DEE0330F5B86,SEM PARA,182138,24394,2903039,"立志讲好每一个故事
有想看的欢迎投稿
尽量成为一个日更博主~
商务合作+wg78951",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=7%2FfXH%2BFMj3HoaaX5rLNmUdmYouw%3D&from=327834062,tos-cn-i-dy/07e38cae99714f0fa6ed61cee7ebc9fb,tos-cn-p-0015/oofpjQ9KAWDrwt1EOSFhGIFJACQlIgBjUeANuA,manual_url,exact,high,exact_video_id_match,True,7614822256039988532,2026-04-21 14:28:28.800597
7623572595511061425,https://www.douyin.com/video/7623572595511061425,7443720862077633594,昆昆爱成长,https://www.douyin.com/user/MS4wLjABAAAAvv6DHEuEDs26iKoV7bhl9Psjqp-9rbOfesb2-2tqvgjJ0yCtJFi7v9iM8OtgwfT_,"13天养成10睡6起！五个步骤，不逼自己（下）

我是打算这辈子都不do脸的人 我怕疼 那保持美丽和健康性价比最高的方式就是早睡了！
如果不是是我自己用13天养成的 我也没有这么多的笃定
正是自己试过之后觉得太神奇了 真心希望每个宝子都学会！
这种好处只有你试过才知道！
别人说再多都是辅助你
希望我的辅助有点用
没有分享早睡视频的日子
我依然会早睡
因为身体是我自己的
我爱我自己
我为自己负责
#早睡 #熬夜 #拖延 #焦虑 #女性智慧",1775001315,2026-04-01 07:55:15,20595,873,5358,14973,"['早睡', '熬夜', '拖延', '焦虑', '女性智慧']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/d7c67f3bf7a0de5a63cacf8c45bd54da~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=dsVJC67%2FgNHxyJS9qjwnVqNsPO0%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421142849EEC07F6AFF90245311A4,@昆昆爱成长创作的原声,425,4770,30188,"英国留子 前大厂牛马 优质内容创作者 隔壁🍠同名
29岁双子i人女儿&57岁白羊e人妈妈💃
曾重度焦虑 现0焦虑 分享治愈系生活感悟🤳
INFJ | 成长干货 |  重养自己 | 爱妈妈❤️",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=7%2FfXH%2BFMj3HoaaX5rLNmUdmYouw%3D&from=327834062,tos-cn-i-0813c000-ce/o0DEAAVniiAXK5AwIe8Bn4F7i1XAez0MUEqvCu,tos-cn-p-0015c000-ce/oE8TTD7ZBHMmyieQSeWddBbeJhRYAgDILZNOOA,manual_url,exact,high,exact_video_id_match,True,7623572595511061425,2026-04-21 14:28:43.590764
7628896332375149860,https://www.douyin.com/video/7628896332375149860,643686173513364,火山引擎,https://www.douyin.com/user/MS4wLjABAAAALrhDFdM8k4IVTdASZK-3bRXyE-8flSSg_K_5ejUhh48,,1776240848,2026-04-15 16:14:08,161,1,2,38,[],0,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/d62945c1791bfd3f1645e816131e9096~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=Q6xcNCAe2Uhg5t32LwYPBNT%2FZmw%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421142857BB246004D6FE9C17DDBC,@火山引擎创作的原声,45651,0,25064,,1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=7%2FfXH%2BFMj3HoaaX5rLNmUdmYouw%3D&from=327834062,image-cut-tos-priv/d62945c1791bfd3f1645e816131e9096,tos-cn-o-2287/o4Ez71ke7TI7eaBTCUGeXLLB6XgvAEtQqwCzgd,manual_url,exact,high,exact_video_id_match,True,7628896332375149860,2026-04-21 14:28:52.755325
7616583550904700210,https://www.douyin.com/video/7616583550904700210,4116986586733447,BigShot英语,https://www.douyin.com/user/MS4wLjABAAAAygb3vPggkq_yQ7PMjTVgX-S_JFHZZ6b1ZREk47JQv-NErTezJw7okr2Ry_C6wTdb,#英语#英语口语#英语听力#英语启蒙#青年创作者成长计划,1774180800,2026-03-22 20:00:00,7403,134,338,1426,"['英语', '英语口语', '英语听力', '英语启蒙', '青年创作者成长计划']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/189df12a152f3b35b6d8322b0e2684cb~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=mnpp6GC8BQeG2eCuzj5P90bSExQ%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421142912E853177018923C513E5B,@BigShot英语创作的原声,268308,3739570,11705510,隔日更新【保姆式】的英语听力口语教学，【不用出国】也能听懂说溜儿。关注我，一起做英语大佬儿吧~,1,https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=oYBJaysatBqu8pEKl0M1e6%2FH3%2Fo%3D&from=327834062,tos-cn-i-dy/200ce158014e4fc59239db021b40e18b,tos-cn-p-0015/og1f4FltAmW95D7qQWiAlxF0ehEAsplDgBBzQ0,manual_url,exact,high,exact_video_id_match,True,7616583550904700210,2026-04-21 14:29:05.803964
7627333730952105252,https://www.douyin.com/video/7627333730952105252,1567264235070988,Dan Koe,https://www.douyin.com/user/MS4wLjABAAAAomNyQOKu_x0ZsIYBvLFV9CnhW7ZoQYvR-Y8iyqmU_6KaPm2UtZFjEZ6zwOYYanS0,,1775877028,2026-04-11 11:10:28,8909,61,1134,5577,[],0,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/2b0272c4a1ba04d500ffe65d7b8496b0~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092111200&x-signature=qlSquo7kf7Q2rkWzVVRo44BNBbw%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421142928827249249EBDF510460E,@Dan Koe创作的原声,1675,24673,78297,"视频比YouTube推迟1-2天
文章每日更新3篇
3W名以内的粉丝可以联系助理@Dane 领取
《目的与利润》—发现你毕生事业的指南,中文版",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777960800&x-signature=7%2FfXH%2BFMj3HoaaX5rLNmUdmYouw%3D&from=327834062,tos-cn-i-dy/d872c7d6e9294c8692d1cc490ebc8c49,tos-cn-p-0015/oYb0INiBZ1fAp2qAu0NZAMMI6tiu0eA7XmBPPg,manual_url,exact,high,exact_video_id_match,True,7627333730952105252,2026-04-21 14:29:23.819689
